"Accession.New","MouseGeneName","Description","Sample1","Sample2","Sample3","Sample4","Sample5","Accession.Number.ori","Accession.Number"
"2AAA_MOUSE","Ppp2r1a","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r1a PE=1 SV=3",11,5,0,8,8,"2AAA_MOUSE","2AAA_MOUSE"
"E9Q1S3_MOUSE","Sec23a","Protein transport protein Sec23A OS=Mus musculus OX=10090 GN=Sec23a PE=1 SV=1",10,8,3,7,9,"E9Q1S3_MOUSE (+1)","E9Q1S3_MOUSE"
"PCOC1_MOUSE","Pcolce","Procollagen C-endopeptidase enhancer 1 OS=Mus musculus OX=10090 GN=Pcolce PE=1 SV=2",8,4,3,9,9,"PCOC1_MOUSE","PCOC1_MOUSE"
"VP26A_MOUSE","Vps26a","Isoform 2 of Vacuolar protein sorting-associated protein 26A OS=Mus musculus OX=10090 GN=Vps26a",9,4,5,8,8,"sp|P40336-2|VP26A_MOUSE (+1)","VP26A_MOUSE"
"LIFR_MOUSE","Lifr","Isoform 2 of Leukemia inhibitory factor receptor OS=Mus musculus OX=10090 GN=Lifr",11,7,3,10,6,"sp|P42703-2|LIFR_MOUSE","LIFR_MOUSE"
"A0A1W2P788_MOUSE","Man1a","alpha-1,2-Mannosidase (Fragment) OS=Mus musculus OX=10090 GN=Man1a PE=1 SV=1",7,7,3,9,7,"A0A1W2P788_MOUSE (+1)","A0A1W2P788_MOUSE"
"ARF1_MOUSE","Arf1","ADP-ribosylation factor 1 OS=Mus musculus OX=10090 GN=Arf1 PE=1 SV=2",6,6,5,4,8,"ARF1_MOUSE","ARF1_MOUSE"
"DSG2_MOUSE","Dsg2","Desmoglein-2 OS=Mus musculus OX=10090 GN=Dsg2 PE=1 SV=3",9,3,4,8,8,"DSG2_MOUSE","DSG2_MOUSE"
"RET1_MOUSE","Rbp1","Retinol-binding protein 1 OS=Mus musculus OX=10090 GN=Rbp1 PE=1 SV=2",9,5,4,8,9,"RET1_MOUSE","RET1_MOUSE"
"RSSA_MOUSE","Rpsa","40S ribosomal protein SA OS=Mus musculus OX=10090 GN=Rpsa PE=1 SV=4",6,5,4,6,6,"RSSA_MOUSE","RSSA_MOUSE"
"EPDR1_MOUSE","Epdr1","Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1",7,4,6,6,6,"sp|Q99M71|EPDR1_MOUSE","EPDR1_MOUSE"
"TRFL_MOUSE","Ltf","Lactotransferrin OS=Mus musculus OX=10090 GN=Ltf PE=1 SV=4",6,2,3,9,4,"TRFL_MOUSE","TRFL_MOUSE"
"DLDH_MOUSE","Dld","Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2",6,7,5,7,6,"DLDH_MOUSE","DLDH_MOUSE"
"HPT_MOUSE","Hp","Haptoglobin OS=Mus musculus OX=10090 GN=Hp PE=1 SV=1",4,4,4,4,4,"HPT_MOUSE","HPT_MOUSE"
"TIMP3_MOUSE","Timp3","Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1",7,4,5,6,6,"TIMP3_MOUSE","TIMP3_MOUSE"
"CALM2_MOUSE","Calm2","Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1",5,3,2,4,5,"CALM2_MOUSE (+1)","CALM2_MOUSE"
"A0A0R4J092_MOUSE","Manba","Beta-mannosidase OS=Mus musculus OX=10090 GN=Manba PE=1 SV=1",9,5,3,8,11,"A0A0R4J092_MOUSE","A0A0R4J092_MOUSE"
"CATK_MOUSE","Ctsk","Cathepsin K OS=Mus musculus OX=10090 GN=Ctsk PE=1 SV=2",3,2,2,4,3,"CATK_MOUSE","CATK_MOUSE"
"CO6A2_MOUSE","Col6a2","Collagen alpha-2(VI) chain OS=Mus musculus OX=10090 GN=Col6a2 PE=1 SV=3",7,2,3,12,8,"CO6A2_MOUSE","CO6A2_MOUSE"
"TTHY_MOUSE","Ttr","Transthyretin OS=Mus musculus OX=10090 GN=Ttr PE=1 SV=1",5,2,3,5,6,"TTHY_MOUSE","TTHY_MOUSE"
"HBB2_MOUSE","Hbb-b2","Hemoglobin subunit beta-2 OS=Mus musculus OX=10090 GN=Hbb-b2 PE=1 SV=2",3,7,3,2,3,"HBB2_MOUSE","HBB2_MOUSE"
"APOB_MOUSE","Apob","Apolipoprotein B-100 OS=Mus musculus OX=10090 GN=Apob PE=1 SV=1",0,0,3,0,4,"APOB_MOUSE","APOB_MOUSE"
"DAG1_MOUSE","Dag1","Dystroglycan OS=Mus musculus OX=10090 GN=Dag1 PE=1 SV=4",5,0,3,4,6,"DAG1_MOUSE","DAG1_MOUSE"
"PDC6I_MOUSE","Pdcd6ip","Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3",8,5,0,9,7,"sp|Q9WU78|PDC6I_MOUSE","PDC6I_MOUSE"
"AOC1_MOUSE","Aoc1","Amiloride-sensitive amine oxidase [copper-containing] OS=Mus musculus OX=10090 GN=Aoc1 PE=2 SV=1",6,4,4,7,6,"AOC1_MOUSE (+1)","AOC1_MOUSE"
"CAB39_MOUSE","Cab39","Calcium-binding protein 39 OS=Mus musculus OX=10090 GN=Cab39 PE=1 SV=2",7,2,2,6,5,"CAB39_MOUSE","CAB39_MOUSE"
"COF2_MOUSE","Cfl2","Cofilin-2 OS=Mus musculus OX=10090 GN=Cfl2 PE=1 SV=1",6,5,7,4,5,"COF2_MOUSE","COF2_MOUSE"
"GRAC_MOUSE","Gzmc","Granzyme C OS=Mus musculus OX=10090 GN=Gzmc PE=1 SV=1",7,5,7,6,7,"GRAC_MOUSE","GRAC_MOUSE"
"LGUL_MOUSE","Glo1","Lactoylglutathione lyase OS=Mus musculus OX=10090 GN=Glo1 PE=1 SV=3",4,4,4,3,4,"LGUL_MOUSE","LGUL_MOUSE"
"Q5RKN9_MOUSE","Capza1","Capping protein (Actin filament) muscle Z-line, alpha 1 OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=1",6,6,4,7,7,"Q5RKN9_MOUSE","Q5RKN9_MOUSE"
"RAB1A_MOUSE","Rab1A","Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3",6,2,5,6,6,"RAB1A_MOUSE","RAB1A_MOUSE"
"B9EHJ3_MOUSE","Tjp1","Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=1",7,5,0,5,8,"B9EHJ3_MOUSE (+1)","B9EHJ3_MOUSE"
"CO4B_MOUSE","C4b","Complement C4-B OS=Mus musculus OX=10090 GN=C4b PE=1 SV=3",2,2,4,2,2,"CO4B_MOUSE","CO4B_MOUSE"
"DJB11_MOUSE","Dnajb11","DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1",6,6,3,7,5,"DJB11_MOUSE","DJB11_MOUSE"
"HCDH_MOUSE","Hadh","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hadh PE=1 SV=2",6,6,3,5,6,"HCDH_MOUSE","HCDH_MOUSE"
"IF2G_MOUSE","Eif2s3x","Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus OX=10090 GN=Eif2s3x PE=1 SV=2",7,8,3,11,3,"IF2G_MOUSE","IF2G_MOUSE"
"MARE1_MOUSE","Mapre1","Microtubule-associated protein RP/EB family member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=3",5,6,2,5,5,"MARE1_MOUSE","MARE1_MOUSE"
"Q924B0_MOUSE","Impa1","Inositol-1-monophosphatase OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1",8,7,6,8,7,"Q924B0_MOUSE","Q924B0_MOUSE"
"SAP3_MOUSE","Gm2a","Ganglioside GM2 activator OS=Mus musculus OX=10090 GN=Gm2a PE=1 SV=2",4,4,4,4,4,"SAP3_MOUSE","SAP3_MOUSE"
"BLMH_MOUSE","Blmh","Bleomycin hydrolase OS=Mus musculus OX=10090 GN=Blmh PE=1 SV=1",12,4,6,6,5,"BLMH_MOUSE","BLMH_MOUSE"
"Q3TWV4_MOUSE","Ap2m1","AP-2 complex subunit mu OS=Mus musculus OX=10090 GN=Ap2m1 PE=1 SV=1",7,2,3,6,5,"Q3TWV4_MOUSE","Q3TWV4_MOUSE"
"D3YXQ6_MOUSE","Psg16","Pregnancy-specific glycoprotein 16 (Fragment) OS=Mus musculus OX=10090 GN=Psg16 PE=4 SV=1",4,3,2,4,3,"D3YXQ6_MOUSE","D3YXQ6_MOUSE"
"A0A0R4J182_MOUSE","Ctsm","Cathepsin M OS=Mus musculus OX=10090 GN=Ctsm PE=3 SV=1",7,4,0,6,5,"A0A0R4J182_MOUSE (+1)","A0A0R4J182_MOUSE"
"SNAA_MOUSE","Napa","Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1",5,7,0,9,6,"SNAA_MOUSE","SNAA_MOUSE"
"NUMA1_MOUSE","Numa1","Nuclear mitotic apparatus protein 1 OS=Mus musculus OX=10090 GN=Numa1 PE=1 SV=1",0,0,0,2,0,"NUMA1_MOUSE","NUMA1_MOUSE"
"COR1A_MOUSE","Coro1a","Coronin-1A OS=Mus musculus OX=10090 GN=Coro1a PE=1 SV=5",6,5,5,7,5,"COR1A_MOUSE","COR1A_MOUSE"
"GARS_MOUSE","Gars","Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars PE=1 SV=1",7,7,4,6,5,"GARS_MOUSE","GARS_MOUSE"
"IPYR_MOUSE","Ppa1","Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1",5,4,5,6,6,"IPYR_MOUSE","IPYR_MOUSE"
"MA2B1_MOUSE","Man2b1","Lysosomal alpha-mannosidase OS=Mus musculus OX=10090 GN=Man2b1 PE=1 SV=4",7,3,3,7,5,"MA2B1_MOUSE","MA2B1_MOUSE"
"RAN_MOUSE","Ran","GTP-binding nuclear protein Ran OS=Mus musculus OX=10090 GN=Ran PE=1 SV=3",6,6,5,7,4,"RAN_MOUSE","RAN_MOUSE"
"SEM7A_MOUSE","Sema7a","Semaphorin-7A OS=Mus musculus OX=10090 GN=Sema7a PE=1 SV=1",7,8,2,7,5,"SEM7A_MOUSE","SEM7A_MOUSE"
"PRDX5_MOUSE","Prdx5","Peroxiredoxin-5, mitochondrial OS=Mus musculus OX=10090 GN=Prdx5 PE=1 SV=2",7,6,7,7,5,"sp|P99029|PRDX5_MOUSE","PRDX5_MOUSE"
"E9QPX1_MOUSE","Col18a1","Collagen alpha-1(XVIII) chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=1",8,3,2,6,6,"E9QPX1_MOUSE (+1)","E9QPX1_MOUSE"
"O88325_MOUSE","Naglu","Alpha-N-acetylglucosaminidase OS=Mus musculus OX=10090 GN=Naglu PE=1 SV=1",10,6,3,10,10,"O88325_MOUSE","O88325_MOUSE"
"Q3KQM4_MOUSE","U2af2","U2 snRNP auxiliary factor large subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=1",5,4,2,4,5,"Q3KQM4_MOUSE","Q3KQM4_MOUSE"
"MYDGF_MOUSE","Mydgf","Myeloid-derived growth factor OS=Mus musculus OX=10090 GN=Mydgf PE=1 SV=1",4,5,4,5,5,"MYDGF_MOUSE","MYDGF_MOUSE"
"PRDX3_MOUSE","Prdx3","Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1",5,3,4,4,6,"PRDX3_MOUSE","PRDX3_MOUSE"
"PSMD6_MOUSE","Psmd6","26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus OX=10090 GN=Psmd6 PE=1 SV=1",9,3,4,8,10,"PSMD6_MOUSE","PSMD6_MOUSE"
"Q8BGJ5_MOUSE","Ptbp1","MCG13402, isoform CRA_a OS=Mus musculus OX=10090 GN=Ptbp1 PE=1 SV=1",3,6,3,2,5,"Q8BGJ5_MOUSE (+1)","Q8BGJ5_MOUSE"
"Q8R2P8_MOUSE","Kars","Lysine--tRNA ligase OS=Mus musculus OX=10090 GN=Kars PE=1 SV=1",6,4,2,8,6,"Q8R2P8_MOUSE","Q8R2P8_MOUSE"
"RS3A_MOUSE","Rps3a","40S ribosomal protein S3a OS=Mus musculus OX=10090 GN=Rps3a PE=1 SV=3",5,6,3,5,7,"RS3A_MOUSE","RS3A_MOUSE"
"SYDC_MOUSE","Dars","Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars PE=1 SV=2",8,4,3,4,7,"SYDC_MOUSE","SYDC_MOUSE"
"LYOX_MOUSE","Lox","Protein-lysine 6-oxidase OS=Mus musculus OX=10090 GN=Lox PE=1 SV=1",4,2,4,6,5,"LYOX_MOUSE","LYOX_MOUSE"
"CREL2_MOUSE","Creld2","Cysteine-rich with EGF-like domain protein 2 OS=Mus musculus OX=10090 GN=Creld2 PE=1 SV=1",7,7,2,7,6,"CREL2_MOUSE","CREL2_MOUSE"
"Q8CE80_MOUSE","Cast","Calpastatin OS=Mus musculus OX=10090 GN=Cast PE=1 SV=1",8,6,2,6,6,"Q8CE80_MOUSE (+1)","Q8CE80_MOUSE"
"DHB4_MOUSE","Hsd17b4","Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3",8,4,2,6,4,"DHB4_MOUSE","DHB4_MOUSE"
"AP2A1_MOUSE","Ap2a1","Isoform B of AP-2 complex subunit alpha-1 OS=Mus musculus OX=10090 GN=Ap2a1",6,4,0,4,7,"sp|P17426-2|AP2A1_MOUSE (+1)","AP2A1_MOUSE"
"P4HA1_MOUSE","P4ha1","Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus OX=10090 GN=P4ha1 PE=1 SV=2",7,6,0,6,4,"sp|Q60715|P4HA1_MOUSE","P4HA1_MOUSE"
"A0A1B0GRP7_MOUSE","Plpbp","Pyridoxal phosphate homeostasis protein (Fragment) OS=Mus musculus OX=10090 GN=Plpbp PE=1 SV=1",5,3,5,4,8,"A0A1B0GRP7_MOUSE","A0A1B0GRP7_MOUSE"
"CLUS_MOUSE","Clu","Clusterin OS=Mus musculus OX=10090 GN=Clu PE=1 SV=1",5,4,5,8,5,"CLUS_MOUSE","CLUS_MOUSE"
"NPM_MOUSE","Npm1","Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1",3,5,3,3,4,"NPM_MOUSE","NPM_MOUSE"
"PCNA_MOUSE","Pcna","Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna PE=1 SV=2",6,6,4,6,4,"PCNA_MOUSE","PCNA_MOUSE"
"PSME2_MOUSE","Psme2","Proteasome activator complex subunit 2 OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=4",5,4,4,3,4,"PSME2_MOUSE","PSME2_MOUSE"
"RNT2B_MOUSE","Rnaset2b","Ribonuclease T2-B OS=Mus musculus OX=10090 GN=Rnaset2b PE=1 SV=1",5,4,3,4,4,"RNT2B_MOUSE","RNT2B_MOUSE"
"UAP1L_MOUSE","Uap1l1","UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus OX=10090 GN=Uap1l1 PE=1 SV=1",7,3,3,6,8,"sp|Q3TW96|UAP1L_MOUSE","UAP1L_MOUSE"
"PDLI5_MOUSE","Pdlim5","PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4",7,3,3,9,8,"sp|Q8CI51|PDLI5_MOUSE","PDLI5_MOUSE"
"H7BWY6_MOUSE","Rbp4","Retinol-binding protein 4 OS=Mus musculus OX=10090 GN=Rbp4 PE=1 SV=1",3,3,4,6,5,"H7BWY6_MOUSE (+1)","H7BWY6_MOUSE"
"PSMD3_MOUSE","Psmd3","26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus OX=10090 GN=Psmd3 PE=1 SV=3",6,7,2,5,6,"PSMD3_MOUSE","PSMD3_MOUSE"
"BMP1_MOUSE","Bmp1","Bone morphogenetic protein 1 OS=Mus musculus OX=10090 GN=Bmp1 PE=1 SV=2",7,3,4,8,6,"BMP1_MOUSE","BMP1_MOUSE"
"FKBP4_MOUSE","Fkbp4","Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5",7,3,3,4,4,"FKBP4_MOUSE","FKBP4_MOUSE"
"IMDH2_MOUSE","Impdh2","Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2",4,5,4,5,7,"IMDH2_MOUSE","IMDH2_MOUSE"
"MARCS_MOUSE","Marcks","Myristoylated alanine-rich C-kinase substrate OS=Mus musculus OX=10090 GN=Marcks PE=1 SV=2",6,3,3,4,4,"MARCS_MOUSE","MARCS_MOUSE"
"Q9DAX3_MOUSE","Erv3","Endogenous retroviral sequence 3 OS=Mus musculus OX=10090 GN=Erv3 PE=1 SV=1",6,3,3,5,5,"Q9DAX3_MOUSE","Q9DAX3_MOUSE"
"UB2L3_MOUSE","Ube2l3","Ubiquitin-conjugating enzyme E2 L3 OS=Mus musculus OX=10090 GN=Ube2l3 PE=1 SV=1",4,4,4,4,3,"UB2L3_MOUSE","UB2L3_MOUSE"
"UCHL1_MOUSE","Uchl1","Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus OX=10090 GN=Uchl1 PE=1 SV=1",4,4,5,5,7,"UCHL1_MOUSE","UCHL1_MOUSE"
"FUMH_MOUSE","Fh","Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh",8,8,5,4,8,"sp|P97807-2|FUMH_MOUSE (+1)","FUMH_MOUSE"
"HS105_MOUSE","Hsph1","Isoform HSP105-beta of Heat shock protein 105 kDa OS=Mus musculus OX=10090 GN=Hsph1",5,6,2,5,8,"sp|Q61699-2|HS105_MOUSE (+1)","HS105_MOUSE"
"Q8R037_MOUSE","Tnfrsf9","Secreted CD137 antigen OS=Mus musculus OX=10090 GN=Tnfrsf9 PE=1 SV=1",2,2,0,2,0,"Q8R037_MOUSE (+1)","Q8R037_MOUSE"
"CO6A1_MOUSE","Col6a1","Collagen alpha-1(VI) chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1",6,0,0,11,8,"CO6A1_MOUSE","CO6A1_MOUSE"
"DPP2_MOUSE","Dpp7","Dipeptidyl peptidase 2 OS=Mus musculus OX=10090 GN=Dpp7 PE=1 SV=2",4,3,3,5,3,"DPP2_MOUSE","DPP2_MOUSE"
"E9QK48_MOUSE","Eml2","Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1",8,5,7,6,7,"E9QK48_MOUSE (+1)","E9QK48_MOUSE"
"PEPD_MOUSE","Pepd","Xaa-Pro dipeptidase OS=Mus musculus OX=10090 GN=Pepd PE=1 SV=3",7,6,4,5,6,"PEPD_MOUSE","PEPD_MOUSE"
"SFPQ_MOUSE","Sfpq","Splicing factor, proline- and glutamine-rich OS=Mus musculus OX=10090 GN=Sfpq PE=1 SV=1",6,5,3,4,4,"SFPQ_MOUSE","SFPQ_MOUSE"
"VMA5A_MOUSE","Vwa5a","von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2",9,5,4,6,7,"VMA5A_MOUSE","VMA5A_MOUSE"
"SYCC_MOUSE","Cars","Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars PE=1 SV=2",9,6,4,4,6,"sp|Q9ER72|SYCC_MOUSE","SYCC_MOUSE"
"AHSA1_MOUSE","Ahsa1","Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2",6,3,2,4,5,"AHSA1_MOUSE","AHSA1_MOUSE"
"FBN1_MOUSE","Fbn1","Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2",2,2,0,6,5,"FBN1_MOUSE","FBN1_MOUSE"
"ANGL2_MOUSE","Angptl2","Angiopoietin-related protein 2 OS=Mus musculus OX=10090 GN=Angptl2 PE=2 SV=2",5,0,3,7,4,"ANGL2_MOUSE","ANGL2_MOUSE"
"TFPI2_MOUSE","Tfpi2","Tissue factor pathway inhibitor 2 OS=Mus musculus OX=10090 GN=Tfpi2 PE=2 SV=1",2,5,0,5,3,"TFPI2_MOUSE","TFPI2_MOUSE"
"E9Q6J4_MOUSE","Ceacam3","Carcinoembryonic antigen-related cell adhesion molecule 3 OS=Mus musculus OX=10090 GN=Ceacam3 PE=4 SV=2",7,4,0,4,4,"E9Q6J4_MOUSE","E9Q6J4_MOUSE"
"D3YWF6_MOUSE","Otub1","Ubiquitin thioesterase OTUB1 OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=1",5,7,5,8,5,"D3YWF6_MOUSE (+1)","D3YWF6_MOUSE"
"ELAV1_MOUSE","Elavl1","ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2",5,4,4,4,5,"ELAV1_MOUSE","ELAV1_MOUSE"
"G5E924_MOUSE","Hnrnpl","Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=1",6,3,3,6,5,"G5E924_MOUSE (+1)","G5E924_MOUSE"
"HDGF_MOUSE","Hdgf","Hepatoma-derived growth factor OS=Mus musculus OX=10090 GN=Hdgf PE=1 SV=2",6,4,4,4,3,"HDGF_MOUSE","HDGF_MOUSE"
"RIR1_MOUSE","Rrm1","Ribonucleoside-diphosphate reductase large subunit OS=Mus musculus OX=10090 GN=Rrm1 PE=1 SV=2",7,5,3,6,10,"RIR1_MOUSE","RIR1_MOUSE"
"GLOD4_MOUSE","Glod4","Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1",6,7,5,6,6,"sp|Q9CPV4|GLOD4_MOUSE","GLOD4_MOUSE"
"Q7TQE2_MOUSE","Zyx","Zyx protein OS=Mus musculus OX=10090 GN=Zyx PE=1 SV=1",5,5,2,6,4,"Q7TQE2_MOUSE (+1)","Q7TQE2_MOUSE"
"PTGR1_MOUSE","Ptgr1","Prostaglandin reductase 1 OS=Mus musculus OX=10090 GN=Ptgr1 PE=1 SV=2",5,5,6,2,4,"PTGR1_MOUSE","PTGR1_MOUSE"
"S10AB_MOUSE","S100a11","Protein S100-A11 OS=Mus musculus OX=10090 GN=S100a11 PE=1 SV=1",4,2,3,0,3,"S10AB_MOUSE","S10AB_MOUSE"
"CHIL3_MOUSE","Chil3","Chitinase-like protein 3 OS=Mus musculus OX=10090 GN=Chil3 PE=1 SV=2",8,2,7,7,4,"CHIL3_MOUSE","CHIL3_MOUSE"
"SRC8_MOUSE","Cttn","Src substrate cortactin OS=Mus musculus OX=10090 GN=Cttn PE=1 SV=2",2,3,0,4,3,"SRC8_MOUSE (+1)","SRC8_MOUSE"
"SRGN_MOUSE","Srgn","Serglycin OS=Mus musculus OX=10090 GN=Srgn PE=1 SV=1",3,2,2,3,2,"SRGN_MOUSE","SRGN_MOUSE"
"PFKAP_MOUSE","Pfkp","ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1",4,5,0,4,6,"sp|Q9WUA3|PFKAP_MOUSE","PFKAP_MOUSE"
"PLA1A_MOUSE","Pla1a","Phospholipase A1 member A OS=Mus musculus OX=10090 GN=Pla1a PE=2 SV=3",5,0,0,5,3,"PLA1A_MOUSE","PLA1A_MOUSE"
"XPO2_MOUSE","Cse1l","Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1",8,5,0,6,7,"XPO2_MOUSE","XPO2_MOUSE"
"Q5SVL9_MOUSE","Prl2c1","Growth hormone d22 OS=Mus musculus OX=10090 GN=Prl2c1 PE=2 SV=1",3,2,0,2,3,"Q5SVL9_MOUSE","Q5SVL9_MOUSE"
"HBB1_MOUSE","Hbb-b1","Hemoglobin subunit beta-1 OS=Mus musculus OX=10090 GN=Hbb-b1 PE=1 SV=2",0,3,0,0,0,"HBB1_MOUSE","HBB1_MOUSE"
"B1AT92_MOUSE","Grb2","Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1",5,3,2,6,7,"B1AT92_MOUSE (+1)","B1AT92_MOUSE"
"CERU_MOUSE","Cp","Ceruloplasmin OS=Mus musculus OX=10090 GN=Cp PE=1 SV=2",6,4,4,9,4,"CERU_MOUSE (+1)","CERU_MOUSE"
"CYBP_MOUSE","Cacybp","Calcyclin-binding protein OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1",5,6,3,4,5,"CYBP_MOUSE","CYBP_MOUSE"
"G3UYV7_MOUSE","Rps28","40S ribosomal protein S28 (Fragment) OS=Mus musculus OX=10090 GN=Rps28 PE=1 SV=1",3,3,3,3,3,"G3UYV7_MOUSE (+1)","G3UYV7_MOUSE"
"GKN1_MOUSE","Gkn1","Gastrokine-1 OS=Mus musculus OX=10090 GN=Gkn1 PE=2 SV=2",5,4,3,4,6,"GKN1_MOUSE (+1)","GKN1_MOUSE"
"NIT2_MOUSE","Nit2","Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1",8,6,5,6,6,"NIT2_MOUSE","NIT2_MOUSE"
"UCHL3_MOUSE","Uchl3","Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Mus musculus OX=10090 GN=Uchl3 PE=1 SV=2",5,4,4,5,7,"UCHL3_MOUSE","UCHL3_MOUSE"
"LMAN2_MOUSE","Lman2","Vesicular integral-membrane protein VIP36 OS=Mus musculus OX=10090 GN=Lman2 PE=1 SV=2",8,6,3,4,5,"LMAN2_MOUSE","LMAN2_MOUSE"
"ERAP1_MOUSE","Erap1","Endoplasmic reticulum aminopeptidase 1 OS=Mus musculus OX=10090 GN=Erap1 PE=1 SV=2",8,5,3,6,2,"ERAP1_MOUSE","ERAP1_MOUSE"
"ACON_MOUSE","Aco2","Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1",6,5,2,7,6,"ACON_MOUSE","ACON_MOUSE"
"A0A0R4IZW8_MOUSE","Capns1","Calpain small subunit 1 OS=Mus musculus OX=10090 GN=Capns1 PE=1 SV=1",2,2,0,2,3,"A0A0R4IZW8_MOUSE (+2)","A0A0R4IZW8_MOUSE"
"A2ARA0_MOUSE","Tfpi","Tissue factor pathway inhibitor OS=Mus musculus OX=10090 GN=Tfpi PE=1 SV=1",3,2,2,5,6,"A2ARA0_MOUSE (+1)","A2ARA0_MOUSE"
"SEPT7_MOUSE","Sept7","Septin-7 OS=Mus musculus OX=10090 GN=Sept7 PE=1 SV=1",3,6,2,5,5,"SEPT7_MOUSE","SEPT7_MOUSE"
"F10A1_MOUSE","St13","Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1",3,4,0,4,4,"F10A1_MOUSE (+1)","F10A1_MOUSE"
"B7ZWM6_MOUSE","Sorbs2","Sorbin and SH3 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Sorbs2 PE=1 SV=1",6,3,0,7,4,"B7ZWM6_MOUSE (+3)","B7ZWM6_MOUSE"
"COPG1_MOUSE","Copg1","Coatomer subunit gamma-1 OS=Mus musculus OX=10090 GN=Copg1 PE=1 SV=1",7,5,0,8,7,"COPG1_MOUSE","COPG1_MOUSE"
