"MouseGeneName","Accession.New.x","Description.x","Sample1.x","Sample2.x","Sample3.x","Sample4.x","Sample5.x","Accession.Number.ori.x","Accession.Number.x","ProteinID.x","Accession.New.y","Description.y","Sample1.y","Sample2.y","Sample3.y","Sample4.y","Sample5.y","Accession.Number.ori.y","Accession.Number.y","ProteinID.y","HumanGeneName"
"Eif3h","EIF3H_MOUSE","Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus OX=10090 GN=Eif3h PE=1 SV=1",2,3,0,5,5,"EIF3H_MOUSE","EIF3H_MOUSE","Q91WK2","EIF3H_MOUSE","Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus OX=10090 GN=Eif3h PE=1 SV=1",2,3,0,5,5,"EIF3H_MOUSE","EIF3H_MOUSE","Q91WK2","EIF3H"
"Eif3i","EIF3I_MOUSE","Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1",3,4,0,3,3,"EIF3I_MOUSE","EIF3I_MOUSE","Q9QZD9","EIF3I_MOUSE","Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1",3,4,0,3,3,"EIF3I_MOUSE","EIF3I_MOUSE","Q9QZD9","EIF3I"
"Eif3j1","EI3JA_MOUSE","Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus OX=10090 GN=Eif3j1 PE=2 SV=1",3,7,0,3,5,"EI3JA_MOUSE (+1)","EI3JA_MOUSE","Q3UGC7","EI3JA_MOUSE","Eukaryotic translation initiation factor 3 subunit J-A OS=Mus musculus OX=10090 GN=Eif3j1 PE=2 SV=1",3,7,0,3,5,"EI3JA_MOUSE (+1)","EI3JA_MOUSE","Q3UGC7","EIF3J"
"Eif3l","EIF3L_MOUSE","Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1",6,3,3,4,5,"EIF3L_MOUSE","EIF3L_MOUSE","Q8QZY1","EIF3L_MOUSE","Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1",6,3,3,4,5,"EIF3L_MOUSE","EIF3L_MOUSE","Q8QZY1","EIF3L"
"Eif4a1","IF4A1_MOUSE","Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1",15,14,12,14,15,"IF4A1_MOUSE","IF4A1_MOUSE","P60843","IF4A1_MOUSE","Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1",15,14,12,14,15,"IF4A1_MOUSE","IF4A1_MOUSE","P60843","EIF4A1"
"Eif4a2","IF4A2_MOUSE","Isoform 2 of Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2",3,3,3,3,5,"sp|P10630-2|IF4A2_MOUSE (+1)","IF4A2_MOUSE","P10630","IF4A2_MOUSE","Isoform 2 of Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2",3,3,3,3,5,"sp|P10630-2|IF4A2_MOUSE (+1)","IF4A2_MOUSE","P10630","EIF4A2"
"Eif4b","IF4B_MOUSE","Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1",4,5,2,6,2,"IF4B_MOUSE","IF4B_MOUSE","Q8BGD9","IF4B_MOUSE","Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1",4,5,2,6,2,"IF4B_MOUSE","IF4B_MOUSE","Q8BGD9","EIF4B"
"Eif4e","A0A0G2JH04_MOUSE","Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1",2,2,0,2,3,"A0A0G2JH04_MOUSE","A0A0G2JH04_MOUSE","A0A0G2JH04","A0A0G2JH04_MOUSE","Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1",2,2,0,2,3,"A0A0G2JH04_MOUSE","A0A0G2JH04_MOUSE","A0A0G2JH04","EIF4E"
"Eif5a","A0A0A0MQM0_MOUSE","Eukaryotic translation initiation factor 5A (Fragment) OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=1",10,7,6,6,8,"A0A0A0MQM0_MOUSE (+1)","A0A0A0MQM0_MOUSE","A0A0A0MQM0","A0A0A0MQM0_MOUSE","Eukaryotic translation initiation factor 5A (Fragment) OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=1",10,7,6,6,8,"A0A0A0MQM0_MOUSE (+1)","A0A0A0MQM0_MOUSE","A0A0A0MQM0","EIF5A"
"Eif6","IF6_MOUSE","Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2",5,4,3,6,3,"IF6_MOUSE","IF6_MOUSE","O55135","IF6_MOUSE","Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2",5,4,3,6,3,"IF6_MOUSE","IF6_MOUSE","O55135","EIF6"
"Elavl1","ELAV1_MOUSE","ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2",5,4,4,4,5,"ELAV1_MOUSE","ELAV1_MOUSE","P70372","ELAV1_MOUSE","ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2",5,4,4,4,5,"ELAV1_MOUSE","ELAV1_MOUSE","P70372","ELAVL1"
"Elob","ELOB_MOUSE","Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1",3,2,2,3,2,"ELOB_MOUSE","ELOB_MOUSE","P62869","ELOB_MOUSE","Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1",3,2,2,3,2,"ELOB_MOUSE","ELOB_MOUSE","P62869","ELOB"
"Eml2","E9QK48_MOUSE","Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1",8,5,7,6,7,"E9QK48_MOUSE (+1)","E9QK48_MOUSE","E9QK48","E9QK48_MOUSE","Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1",8,5,7,6,7,"E9QK48_MOUSE (+1)","E9QK48_MOUSE","E9QK48","EML2"
"Eno1","ENOA_MOUSE","Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3",22,21,20,22,21,"ENOA_MOUSE","ENOA_MOUSE","P17182","ENOA_MOUSE","Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3",22,21,20,22,21,"ENOA_MOUSE","ENOA_MOUSE","P17182","ENO1"
"Epdr1","EPDR1_MOUSE","Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1",7,4,6,6,6,"sp|Q99M71|EPDR1_MOUSE","EPDR1_MOUSE","Q99M71","EPDR1_MOUSE","Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1",7,4,6,6,6,"sp|Q99M71|EPDR1_MOUSE","EPDR1_MOUSE","Q99M71","EPDR1"
"Eprs","SYEP_MOUSE","Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus OX=10090 GN=Eprs PE=1 SV=4",11,11,3,9,7,"SYEP_MOUSE","SYEP_MOUSE","Q8CGC7","SYEP_MOUSE","Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus OX=10090 GN=Eprs PE=1 SV=4",11,11,3,9,7,"SYEP_MOUSE","SYEP_MOUSE","Q8CGC7","EPRS1"
"Erap1","ERAP1_MOUSE","Endoplasmic reticulum aminopeptidase 1 OS=Mus musculus OX=10090 GN=Erap1 PE=1 SV=2",8,5,3,6,2,"ERAP1_MOUSE","ERAP1_MOUSE","Q9EQH2","ERAP1_MOUSE","Endoplasmic reticulum aminopeptidase 1 OS=Mus musculus OX=10090 GN=Erap1 PE=1 SV=2",8,5,3,6,2,"ERAP1_MOUSE","ERAP1_MOUSE","Q9EQH2","ERAP1"
"Erp29","ERP29_MOUSE","Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2",10,11,10,11,9,"ERP29_MOUSE","ERP29_MOUSE","P57759","ERP29_MOUSE","Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2",10,11,10,11,9,"ERP29_MOUSE","ERP29_MOUSE","P57759","ERP29"
"Erp44","ERP44_MOUSE","Endoplasmic reticulum resident protein 44 OS=Mus musculus OX=10090 GN=Erp44 PE=1 SV=1",7,5,5,6,7,"ERP44_MOUSE","ERP44_MOUSE","Q9D1Q6","ERP44_MOUSE","Endoplasmic reticulum resident protein 44 OS=Mus musculus OX=10090 GN=Erp44 PE=1 SV=1",7,5,5,6,7,"ERP44_MOUSE","ERP44_MOUSE","Q9D1Q6","ERP44"
"Esd","ESTD_MOUSE","S-formylglutathione hydrolase OS=Mus musculus OX=10090 GN=Esd PE=1 SV=1",9,8,5,10,8,"ESTD_MOUSE (+1)","ESTD_MOUSE","Q9R0P3","ESTD_MOUSE","S-formylglutathione hydrolase OS=Mus musculus OX=10090 GN=Esd PE=1 SV=1",9,8,5,10,8,"ESTD_MOUSE (+1)","ESTD_MOUSE","Q9R0P3","ESD"
"Etf1","ERF1_MOUSE","Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus OX=10090 GN=Etf1 PE=1 SV=4",5,3,2,3,5,"ERF1_MOUSE","ERF1_MOUSE","Q8BWY3","ERF1_MOUSE","Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus OX=10090 GN=Etf1 PE=1 SV=4",5,3,2,3,5,"ERF1_MOUSE","ERF1_MOUSE","Q8BWY3","ETF1"
"Ewsr1","EWS_MOUSE","RNA-binding protein EWS OS=Mus musculus OX=10090 GN=Ewsr1 PE=1 SV=2",4,2,0,3,3,"EWS_MOUSE (+2)","EWS_MOUSE","Q61545","EWS_MOUSE","RNA-binding protein EWS OS=Mus musculus OX=10090 GN=Ewsr1 PE=1 SV=2",4,2,0,3,3,"EWS_MOUSE (+2)","EWS_MOUSE","Q61545","EWSR1"
"Ezr","EZRI_MOUSE","Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3",18,17,14,17,17,"EZRI_MOUSE","EZRI_MOUSE","P26040","EZRI_MOUSE","Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3",18,17,14,17,17,"EZRI_MOUSE","EZRI_MOUSE","P26040","EZR"
"F13a1","F13A_MOUSE","Coagulation factor XIII A chain OS=Mus musculus OX=10090 GN=F13a1 PE=1 SV=3",8,2,3,5,4,"F13A_MOUSE","F13A_MOUSE","Q8BH61","F13A_MOUSE","Coagulation factor XIII A chain OS=Mus musculus OX=10090 GN=F13a1 PE=1 SV=3",8,2,3,5,4,"F13A_MOUSE","F13A_MOUSE","Q8BH61","F13A1"
"Fabp3","FABPH_MOUSE","Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5",4,5,5,5,5,"FABPH_MOUSE","FABPH_MOUSE","P11404","FABPH_MOUSE","Fatty acid-binding protein, heart OS=Mus musculus OX=10090 GN=Fabp3 PE=1 SV=5",4,5,5,5,5,"FABPH_MOUSE","FABPH_MOUSE","P11404","FABP3"
"Fabp4","FABP4_MOUSE","Fatty acid-binding protein, adipocyte OS=Mus musculus OX=10090 GN=Fabp4 PE=1 SV=3",9,8,9,9,9,"FABP4_MOUSE","FABP4_MOUSE","P04117","FABP4_MOUSE","Fatty acid-binding protein, adipocyte OS=Mus musculus OX=10090 GN=Fabp4 PE=1 SV=3",9,8,9,9,9,"FABP4_MOUSE","FABP4_MOUSE","P04117","FABP4"
"Fabp5","FABP5_MOUSE","Fatty acid-binding protein, epidermal OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3",9,9,10,8,9,"FABP5_MOUSE","FABP5_MOUSE","Q05816","FABP5_MOUSE","Fatty acid-binding protein, epidermal OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3",9,9,10,8,9,"FABP5_MOUSE","FABP5_MOUSE","Q05816","FABP5"
"Fam129b","NIBA2_MOUSE","Niban-like protein 1 OS=Mus musculus OX=10090 GN=Fam129b PE=1 SV=2",12,6,4,12,9,"NIBL1_MOUSE","NIBL1_MOUSE","Q8R1F1","NIBA2_MOUSE","Niban-like protein 1 OS=Mus musculus OX=10090 GN=Fam129b PE=1 SV=2",12,6,4,12,9,"NIBL1_MOUSE","NIBL1_MOUSE","Q8R1F1","NIBAN2"
"Fam49b","FA49B_MOUSE","Protein FAM49B OS=Mus musculus OX=10090 GN=Fam49b PE=1 SV=1",12,10,9,10,9,"FA49B_MOUSE","FA49B_MOUSE","Q921M7","FA49B_MOUSE","Protein FAM49B OS=Mus musculus OX=10090 GN=Fam49b PE=1 SV=1",12,10,9,10,9,"FA49B_MOUSE","FA49B_MOUSE","Q921M7","CYRIB"
"Fasn","FAS_MOUSE","Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=2",12,6,0,8,14,"FAS_MOUSE","FAS_MOUSE","P19096","FAS_MOUSE","Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=2",12,6,0,8,14,"FAS_MOUSE","FAS_MOUSE","P19096","FASN"
"Fbln1","FBLN1_MOUSE","Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2",11,3,4,9,10,"sp|Q08879|FBLN1_MOUSE","FBLN1_MOUSE","Q08879","FBLN1_MOUSE","Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2",11,3,4,9,10,"sp|Q08879|FBLN1_MOUSE","FBLN1_MOUSE","Q08879","FBLN1"
"Fbln2","FBLN2_MOUSE","Isoform 2 of Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2",14,6,7,23,13,"sp|P37889-2|FBLN2_MOUSE (+1)","FBLN2_MOUSE","P37889","FBLN2_MOUSE","Isoform 2 of Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2",14,6,7,23,13,"sp|P37889-2|FBLN2_MOUSE (+1)","FBLN2_MOUSE","P37889","FBLN2"
"Fbln7","FBLN7_MOUSE","Fibulin-7 OS=Mus musculus OX=10090 GN=Fbln7 PE=1 SV=1",6,3,0,4,4,"FBLN7_MOUSE","FBLN7_MOUSE","Q501P1","FBLN7_MOUSE","Fibulin-7 OS=Mus musculus OX=10090 GN=Fbln7 PE=1 SV=1",6,3,0,4,4,"FBLN7_MOUSE","FBLN7_MOUSE","Q501P1","FBLN7"
"Fbn1","FBN1_MOUSE","Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2",2,2,0,6,5,"FBN1_MOUSE","FBN1_MOUSE","Q61554","FBN1_MOUSE","Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2",2,2,0,6,5,"FBN1_MOUSE","FBN1_MOUSE","Q61554","FBN1"
"Fdps","FPPS_MOUSE","Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1",6,3,3,3,4,"FPPS_MOUSE","FPPS_MOUSE","Q920E5","FPPS_MOUSE","Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1",6,3,3,3,4,"FPPS_MOUSE","FPPS_MOUSE","Q920E5","FDPS"
"Fermt2","FERM2_MOUSE","Fermitin family homolog 2 OS=Mus musculus OX=10090 GN=Fermt2 PE=1 SV=1",8,7,3,11,9,"FERM2_MOUSE","FERM2_MOUSE","Q8CIB5","FERM2_MOUSE","Fermitin family homolog 2 OS=Mus musculus OX=10090 GN=Fermt2 PE=1 SV=1",8,7,3,11,9,"FERM2_MOUSE","FERM2_MOUSE","Q8CIB5","FERMT2"
"Fetub","FETUB_MOUSE","Fetuin-B OS=Mus musculus OX=10090 GN=Fetub PE=1 SV=1",4,2,0,2,3,"FETUB_MOUSE","FETUB_MOUSE","Q9QXC1","FETUB_MOUSE","Fetuin-B OS=Mus musculus OX=10090 GN=Fetub PE=1 SV=1",4,2,0,2,3,"FETUB_MOUSE","FETUB_MOUSE","Q9QXC1","FETUB"
"Fhl1","A2AEX6_MOUSE","Four and a half LIM domains protein 1 OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=1",3,2,2,2,2,"A2AEX6_MOUSE (+2)","A2AEX6_MOUSE","A2AEX6","A2AEX6_MOUSE","Four and a half LIM domains protein 1 OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=1",3,2,2,2,2,"A2AEX6_MOUSE (+2)","A2AEX6_MOUSE","A2AEX6","FHL1"
"Fhl3","FHL3_MOUSE","Four and a half LIM domains protein 3 OS=Mus musculus OX=10090 GN=Fhl3 PE=1 SV=2",3,0,2,3,3,"FHL3_MOUSE","FHL3_MOUSE","Q9R059","FHL3_MOUSE","Four and a half LIM domains protein 3 OS=Mus musculus OX=10090 GN=Fhl3 PE=1 SV=2",3,0,2,3,3,"FHL3_MOUSE","FHL3_MOUSE","Q9R059","FHL3"
"Fis1","FIS1_MOUSE","Mitochondrial fission 1 protein OS=Mus musculus OX=10090 GN=Fis1 PE=1 SV=1",2,2,0,4,2,"FIS1_MOUSE (+1)","FIS1_MOUSE","Q9CQ92","FIS1_MOUSE","Mitochondrial fission 1 protein OS=Mus musculus OX=10090 GN=Fis1 PE=1 SV=1",2,2,0,4,2,"FIS1_MOUSE (+1)","FIS1_MOUSE","Q9CQ92","FIS1"
"Fkbp1a","FKB1A_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2",6,3,2,5,6,"FKB1A_MOUSE","FKB1A_MOUSE","P26883","FKB1A_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2",6,3,2,5,6,"FKB1A_MOUSE","FKB1A_MOUSE","P26883","FKBP1A"
"Fkbp2","FKBP2_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1",3,3,4,5,4,"FKBP2_MOUSE","FKBP2_MOUSE","P45878","FKBP2_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1",3,3,4,5,4,"FKBP2_MOUSE","FKBP2_MOUSE","P45878","FKBP2"
"Fkbp3","FKBP3_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus OX=10090 GN=Fkbp3 PE=1 SV=2",7,2,0,5,5,"FKBP3_MOUSE","FKBP3_MOUSE","Q62446","FKBP3_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus OX=10090 GN=Fkbp3 PE=1 SV=2",7,2,0,5,5,"FKBP3_MOUSE","FKBP3_MOUSE","Q62446","FKBP3"
"Fkbp4","FKBP4_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5",7,3,3,4,4,"FKBP4_MOUSE","FKBP4_MOUSE","P30416","FKBP4_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5",7,3,3,4,4,"FKBP4_MOUSE","FKBP4_MOUSE","P30416","FKBP4"
"Fkbp9","FKBP9_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Mus musculus OX=10090 GN=Fkbp9 PE=1 SV=1",3,2,0,3,2,"FKBP9_MOUSE","FKBP9_MOUSE","Q9Z247","FKBP9_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Mus musculus OX=10090 GN=Fkbp9 PE=1 SV=1",3,2,0,3,2,"FKBP9_MOUSE","FKBP9_MOUSE","Q9Z247","FKBP9"
"Flna","B7FAU9_MOUSE","Filamin, alpha OS=Mus musculus OX=10090 GN=Flna PE=1 SV=1",77,59,58,81,79,"B7FAU9_MOUSE (+1)","B7FAU9_MOUSE","B7FAU9","B7FAU9_MOUSE","Filamin, alpha OS=Mus musculus OX=10090 GN=Flna PE=1 SV=1",77,59,58,81,79,"B7FAU9_MOUSE (+1)","B7FAU9_MOUSE","B7FAU9","FLNA"
"Flnb","FLNB_MOUSE","Filamin-B OS=Mus musculus OX=10090 GN=Flnb PE=1 SV=3",106,86,80,104,98,"FLNB_MOUSE","FLNB_MOUSE","Q80X90","FLNB_MOUSE","Filamin-B OS=Mus musculus OX=10090 GN=Flnb PE=1 SV=3",106,86,80,104,98,"FLNB_MOUSE","FLNB_MOUSE","Q80X90","FLNB"
"Flnc","FLNC_MOUSE","Isoform 2 of Filamin-C OS=Mus musculus OX=10090 GN=Flnc",52,38,33,45,47,"sp|Q8VHX6-2|FLNC_MOUSE (+1)","FLNC_MOUSE","Q8VHX6","FLNC_MOUSE","Isoform 2 of Filamin-C OS=Mus musculus OX=10090 GN=Flnc",52,38,33,45,47,"sp|Q8VHX6-2|FLNC_MOUSE (+1)","FLNC_MOUSE","Q8VHX6","FLNC"
"Flt1","A0A0R4J0A4_MOUSE","Vascular endothelial growth factor receptor 1 OS=Mus musculus OX=10090 GN=Flt1 PE=1 SV=1",32,28,11,30,30,"A0A0R4J0A4_MOUSE (+1)","A0A0R4J0A4_MOUSE","A0A0R4J0A4","A0A0R4J0A4_MOUSE","Vascular endothelial growth factor receptor 1 OS=Mus musculus OX=10090 GN=Flt1 PE=1 SV=1",32,28,11,30,30,"A0A0R4J0A4_MOUSE (+1)","A0A0R4J0A4_MOUSE","A0A0R4J0A4","FLT1"
"Fn1","A0A087WR50_MOUSE","Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1",83,67,67,81,78,"A0A087WR50_MOUSE","A0A087WR50_MOUSE","A0A087WR50","A0A087WR50_MOUSE","Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1",83,67,67,81,78,"A0A087WR50_MOUSE","A0A087WR50_MOUSE","A0A087WR50","FN1"
"Fscn1","FSCN1_MOUSE","Fascin OS=Mus musculus OX=10090 GN=Fscn1 PE=1 SV=4",12,13,11,13,9,"FSCN1_MOUSE","FSCN1_MOUSE","Q61553","FSCN1_MOUSE","Fascin OS=Mus musculus OX=10090 GN=Fscn1 PE=1 SV=4",12,13,11,13,9,"FSCN1_MOUSE","FSCN1_MOUSE","Q61553","FSCN1"
"Fstl1","FSTL1_MOUSE","Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2",11,8,10,15,15,"FSTL1_MOUSE","FSTL1_MOUSE","Q62356","FSTL1_MOUSE","Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2",11,8,10,15,15,"FSTL1_MOUSE","FSTL1_MOUSE","Q62356","FSTL1"
"Fth1","FRIH_MOUSE","Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2",11,7,9,8,10,"FRIH_MOUSE","FRIH_MOUSE","P09528","FRIH_MOUSE","Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2",11,7,9,8,10,"FRIH_MOUSE","FRIH_MOUSE","P09528","FTH1"
"Fthl17a","Q9DAX0_MOUSE","Ferritin OS=Mus musculus OX=10090 GN=Fthl17a PE=1 SV=1",4,2,2,5,2,"Q9DAX0_MOUSE","Q9DAX0_MOUSE","Q9DAX0","Q9DAX0_MOUSE","Ferritin OS=Mus musculus OX=10090 GN=Fthl17a PE=1 SV=1",4,2,2,5,2,"Q9DAX0_MOUSE","Q9DAX0_MOUSE","Q9DAX0","FTHL17"
"Ftl1","Q9CPX4_MOUSE","Ferritin OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=1",11,13,10,11,10,"Q9CPX4_MOUSE","Q9CPX4_MOUSE","Q9CPX4","Q9CPX4_MOUSE","Ferritin OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=1",11,13,10,11,10,"Q9CPX4_MOUSE","Q9CPX4_MOUSE","Q9CPX4","FTL"
"G6pdx","G6PD1_MOUSE","Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3",8,3,4,5,5,"G6PD1_MOUSE","G6PD1_MOUSE","Q00612","G6PD1_MOUSE","Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3",8,3,4,5,5,"G6PD1_MOUSE","G6PD1_MOUSE","Q00612","G6PD"
"Gale","GALE_MOUSE","UDP-glucose 4-epimerase OS=Mus musculus OX=10090 GN=Gale PE=1 SV=1",5,5,0,7,4,"GALE_MOUSE","GALE_MOUSE","Q8R059","GALE_MOUSE","UDP-glucose 4-epimerase OS=Mus musculus OX=10090 GN=Gale PE=1 SV=1",5,5,0,7,4,"GALE_MOUSE","GALE_MOUSE","Q8R059","GALE"
"Galk1","GALK1_MOUSE","Galactokinase OS=Mus musculus OX=10090 GN=Galk1 PE=1 SV=2",3,3,0,3,5,"GALK1_MOUSE","GALK1_MOUSE","Q9R0N0","GALK1_MOUSE","Galactokinase OS=Mus musculus OX=10090 GN=Galk1 PE=1 SV=2",3,3,0,3,5,"GALK1_MOUSE","GALK1_MOUSE","Q9R0N0","GALK1"
"Galm","GALM_MOUSE","Aldose 1-epimerase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1",2,2,2,0,4,"GALM_MOUSE","GALM_MOUSE","Q8K157","GALM_MOUSE","Aldose 1-epimerase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1",2,2,2,0,4,"GALM_MOUSE","GALM_MOUSE","Q8K157","GALM"
"Galns","GALNS_MOUSE","N-acetylgalactosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Galns PE=1 SV=2",14,9,6,7,10,"GALNS_MOUSE","GALNS_MOUSE","Q571E4","GALNS_MOUSE","N-acetylgalactosamine-6-sulfatase OS=Mus musculus OX=10090 GN=Galns PE=1 SV=2",14,9,6,7,10,"GALNS_MOUSE","GALNS_MOUSE","Q571E4","GALNS"
"Ganab","GANAB_MOUSE","Neutral alpha-glucosidase AB OS=Mus musculus OX=10090 GN=Ganab PE=1 SV=1",31,27,22,28,29,"sp|Q8BHN3|GANAB_MOUSE","GANAB_MOUSE","Q8BHN3","GANAB_MOUSE","Neutral alpha-glucosidase AB OS=Mus musculus OX=10090 GN=Ganab PE=1 SV=1",31,27,22,28,29,"sp|Q8BHN3|GANAB_MOUSE","GANAB_MOUSE","Q8BHN3","GANAB"
"Gars","GARS_MOUSE","Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars PE=1 SV=1",7,7,4,6,5,"GARS_MOUSE","GARS_MOUSE","Q9CZD3","GARS_MOUSE","Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars PE=1 SV=1",7,7,4,6,5,"GARS_MOUSE","GARS_MOUSE","Q9CZD3","GARS1"
"Gatm","GATM_MOUSE","Glycine amidinotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Gatm PE=1 SV=1",16,13,14,15,11,"GATM_MOUSE","GATM_MOUSE","Q9D964","GATM_MOUSE","Glycine amidinotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Gatm PE=1 SV=1",16,13,14,15,11,"GATM_MOUSE","GATM_MOUSE","Q9D964","GATM"
