#,Visible?,Starred?,Identified Proteins (1467),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,BioSample 1,BioSample 2,BioSample 3,BioSample 4,BioSample 5,MP
566,TRUE,Empty,Calcium-binding protein 39 OS=Mus musculus OX=10090 GN=Cab39 PE=1 SV=2,CAB39_MOUSE,,40 kDa,TRUE,unknown,7,2,2,6,5,4.4
255,TRUE,Empty,Cofilin-2 OS=Mus musculus OX=10090 GN=Cfl2 PE=1 SV=1,COF2_MOUSE,,19 kDa,TRUE,unknown,6,5,7,4,5,5.4
468,TRUE,Empty,Granzyme C OS=Mus musculus OX=10090 GN=Gzmc PE=1 SV=1,GRAC_MOUSE,,27 kDa,TRUE,unknown,7,5,7,6,7,6.4
630,TRUE,Empty,Lactoylglutathione lyase OS=Mus musculus OX=10090 GN=Glo1 PE=1 SV=3,LGUL_MOUSE,,21 kDa,,unknown,4,4,4,3,4,3.8
345,TRUE,Empty,"Capping protein (Actin filament) muscle Z-line, alpha 1 OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=1",Q5RKN9_MOUSE,,33 kDa,TRUE,unknown,6,6,4,7,7,6
644,TRUE,Empty,Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3,RAB1A_MOUSE,,23 kDa,TRUE,unknown,6,2,5,6,6,5
764,TRUE,Empty,Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=1,B9EHJ3_MOUSE (+1),,189 kDa,,unknown,7,5,0,5,8,5
986,TRUE,Empty,Complement C4-B OS=Mus musculus OX=10090 GN=C4b PE=1 SV=3,CO4B_MOUSE,,193 kDa,,unknown,2,2,4,2,2,2.4
377,TRUE,Empty,DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1,DJB11_MOUSE,,41 kDa,,unknown,6,6,3,7,5,5.4
627,TRUE,Empty,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hadh PE=1 SV=2",HCDH_MOUSE,,34 kDa,,unknown,6,6,3,5,6,5.2
506,TRUE,Empty,"Eukaryotic translation initiation factor 2 subunit 3, X-linked OS=Mus musculus OX=10090 GN=Eif2s3x PE=1 SV=2",IF2G_MOUSE,,51 kDa,,unknown,7,8,3,11,3,6.4
944,TRUE,Empty,Microtubule-associated protein RP/EB family member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=3,MARE1_MOUSE,,30 kDa,,unknown,5,6,2,5,5,4.6
450,TRUE,Empty,Inositol-1-monophosphatase OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1,Q924B0_MOUSE,,30 kDa,,unknown,8,7,6,8,7,7.2
260,TRUE,Empty,Ganglioside GM2 activator OS=Mus musculus OX=10090 GN=Gm2a PE=1 SV=2,SAP3_MOUSE,,21 kDa,,unknown,4,4,4,4,4,4
521,TRUE,Empty,Bleomycin hydrolase OS=Mus musculus OX=10090 GN=Blmh PE=1 SV=1,BLMH_MOUSE,,53 kDa,,unknown,12,4,6,6,5,6.6
703,TRUE,Empty,AP-2 complex subunit mu OS=Mus musculus OX=10090 GN=Ap2m1 PE=1 SV=1,Q3TWV4_MOUSE,,49 kDa,,unknown,7,2,3,6,5,4.6
84,TRUE,Empty,Pregnancy-specific glycoprotein 16 (Fragment) OS=Mus musculus OX=10090 GN=Psg16 PE=4 SV=1,D3YXQ6_MOUSE,,29 kDa,TRUE,unknown,4,3,2,4,3,3.2
356,TRUE,Empty,Cathepsin M OS=Mus musculus OX=10090 GN=Ctsm PE=3 SV=1,A0A0R4J182_MOUSE (+1),,37 kDa,TRUE,unknown,7,4,0,6,5,4.4
850,TRUE,Empty,Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1,SNAA_MOUSE,,33 kDa,,unknown,5,7,0,9,6,5.4
1209,TRUE,Empty,Nuclear mitotic apparatus protein 1 OS=Mus musculus OX=10090 GN=Numa1 PE=1 SV=1,NUMA1_MOUSE,,236 kDa,,unknown,0,0,0,2,0,0.4
601,TRUE,Empty,Coronin-1A OS=Mus musculus OX=10090 GN=Coro1a PE=1 SV=5,COR1A_MOUSE,,51 kDa,,unknown,6,5,5,7,5,5.6
548,TRUE,Empty,Glycine--tRNA ligase OS=Mus musculus OX=10090 GN=Gars PE=1 SV=1,GARS_MOUSE,,82 kDa,,unknown,7,7,4,6,5,5.8
828,TRUE,Empty,Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1,IPYR_MOUSE,,33 kDa,,unknown,5,4,5,6,6,5.2
589,TRUE,Empty,Lysosomal alpha-mannosidase OS=Mus musculus OX=10090 GN=Man2b1 PE=1 SV=4,MA2B1_MOUSE,,115 kDa,,unknown,7,3,3,7,5,5
318,TRUE,Empty,GTP-binding nuclear protein Ran OS=Mus musculus OX=10090 GN=Ran PE=1 SV=3,RAN_MOUSE,,24 kDa,,unknown,6,6,5,7,4,5.6
481,TRUE,Empty,Semaphorin-7A OS=Mus musculus OX=10090 GN=Sema7a PE=1 SV=1,SEM7A_MOUSE,,75 kDa,,unknown,7,8,2,7,5,5.8
355,TRUE,Empty,"Peroxiredoxin-5, mitochondrial OS=Mus musculus OX=10090 GN=Prdx5 PE=1 SV=2",sp|P99029|PRDX5_MOUSE,,22 kDa,,unknown,7,6,7,7,5,6.4
745,TRUE,Empty,Collagen alpha-1(XVIII) chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=1,E9QPX1_MOUSE (+1),,182 kDa,,unknown,8,3,2,6,6,5
492,TRUE,Empty,Alpha-N-acetylglucosaminidase OS=Mus musculus OX=10090 GN=Naglu PE=1 SV=1,O88325_MOUSE,,83 kDa,,unknown,10,6,3,10,10,7.8
835,TRUE,Empty,U2 snRNP auxiliary factor large subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=1,Q3KQM4_MOUSE,,34 kDa,,unknown,5,4,2,4,5,4
350,TRUE,Empty,Myeloid-derived growth factor OS=Mus musculus OX=10090 GN=Mydgf PE=1 SV=1,MYDGF_MOUSE,,18 kDa,,unknown,4,5,4,5,5,4.6
550,TRUE,Empty,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1",PRDX3_MOUSE,,28 kDa,,unknown,5,3,4,4,6,4.4
543,TRUE,Empty,26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus OX=10090 GN=Psmd6 PE=1 SV=1,PSMD6_MOUSE,,46 kDa,,unknown,9,3,4,8,10,6.8
838,TRUE,Empty,"MCG13402, isoform CRA_a OS=Mus musculus OX=10090 GN=Ptbp1 PE=1 SV=1",Q8BGJ5_MOUSE (+1),,57 kDa,TRUE,unknown,3,6,3,2,5,3.8
727,TRUE,Empty,Lysine--tRNA ligase OS=Mus musculus OX=10090 GN=Kars PE=1 SV=1,Q8R2P8_MOUSE,,71 kDa,,unknown,6,4,2,8,6,5.2
804,TRUE,Empty,40S ribosomal protein S3a OS=Mus musculus OX=10090 GN=Rps3a PE=1 SV=3,RS3A_MOUSE,,30 kDa,,unknown,5,6,3,5,7,5.2
614,TRUE,Empty,"Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars PE=1 SV=2",SYDC_MOUSE,,57 kDa,,unknown,8,4,3,4,7,5.2
526,TRUE,Empty,Protein-lysine 6-oxidase OS=Mus musculus OX=10090 GN=Lox PE=1 SV=1,LYOX_MOUSE,,47 kDa,,unknown,4,2,4,6,5,4.2
530,TRUE,Empty,Cysteine-rich with EGF-like domain protein 2 OS=Mus musculus OX=10090 GN=Creld2 PE=1 SV=1,CREL2_MOUSE,,38 kDa,,unknown,7,7,2,7,6,5.8
911,TRUE,Empty,Calpastatin OS=Mus musculus OX=10090 GN=Cast PE=1 SV=1,Q8CE80_MOUSE (+1),,81 kDa,,unknown,8,6,2,6,6,5.6
863,TRUE,Empty,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3,DHB4_MOUSE,,79 kDa,,unknown,8,4,2,6,4,4.8
333,TRUE,Empty,Isoform B of AP-2 complex subunit alpha-1 OS=Mus musculus OX=10090 GN=Ap2a1,sp|P17426-2|AP2A1_MOUSE (+1),,105 kDa,TRUE,unknown,6,4,0,4,7,4.2
598,TRUE,Empty,Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus OX=10090 GN=P4ha1 PE=1 SV=2,sp|Q60715|P4HA1_MOUSE,,61 kDa,,unknown,7,6,0,6,4,4.6
712,TRUE,Empty,Pyridoxal phosphate homeostasis protein (Fragment) OS=Mus musculus OX=10090 GN=Plpbp PE=1 SV=1,A0A1B0GRP7_MOUSE,,36 kDa,,unknown,5,3,5,4,8,5
433,TRUE,Empty,Clusterin OS=Mus musculus OX=10090 GN=Clu PE=1 SV=1,CLUS_MOUSE,,52 kDa,,unknown,5,4,5,8,5,5.4
661,TRUE,Empty,Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1,NPM_MOUSE,,33 kDa,,unknown,3,5,3,3,4,3.6
824,TRUE,Empty,Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna PE=1 SV=2,PCNA_MOUSE,,29 kDa,,unknown,6,6,4,6,4,5.2
544,TRUE,Empty,Proteasome activator complex subunit 2 OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=4,PSME2_MOUSE,,27 kDa,,unknown,5,4,4,3,4,4
495,TRUE,Empty,Ribonuclease T2-B OS=Mus musculus OX=10090 GN=Rnaset2b PE=1 SV=1,RNT2B_MOUSE,,30 kDa,,unknown,5,4,3,4,4,4
662,TRUE,Empty,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus OX=10090 GN=Uap1l1 PE=1 SV=1,sp|Q3TW96|UAP1L_MOUSE,,57 kDa,TRUE,unknown,7,3,3,6,8,5.4
733,TRUE,Empty,PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4,sp|Q8CI51|PDLI5_MOUSE,,63 kDa,TRUE,unknown,7,3,3,9,8,6
700,TRUE,Empty,Retinol-binding protein 4 OS=Mus musculus OX=10090 GN=Rbp4 PE=1 SV=1,H7BWY6_MOUSE (+1),,28 kDa,,unknown,3,3,4,6,5,4.2
592,TRUE,Empty,26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus OX=10090 GN=Psmd3 PE=1 SV=3,PSMD3_MOUSE,,61 kDa,,unknown,6,7,2,5,6,5.2
659,TRUE,Empty,Bone morphogenetic protein 1 OS=Mus musculus OX=10090 GN=Bmp1 PE=1 SV=2,BMP1_MOUSE,,112 kDa,TRUE,unknown,7,3,4,8,6,5.6
600,TRUE,Empty,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5,FKBP4_MOUSE,,52 kDa,,unknown,7,3,3,4,4,4.2
677,TRUE,Empty,Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2,IMDH2_MOUSE,,56 kDa,,unknown,4,5,4,5,7,5
437,TRUE,Empty,Myristoylated alanine-rich C-kinase substrate OS=Mus musculus OX=10090 GN=Marcks PE=1 SV=2,MARCS_MOUSE,,30 kDa,,unknown,6,3,3,4,4,4
475,TRUE,Empty,Endogenous retroviral sequence 3 OS=Mus musculus OX=10090 GN=Erv3 PE=1 SV=1,Q9DAX3_MOUSE,,23 kDa,,unknown,6,3,3,5,5,4.4
374,TRUE,Empty,Ubiquitin-conjugating enzyme E2 L3 OS=Mus musculus OX=10090 GN=Ube2l3 PE=1 SV=1,UB2L3_MOUSE,,18 kDa,,unknown,4,4,4,4,3,3.8
595,TRUE,Empty,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus OX=10090 GN=Uchl1 PE=1 SV=1,UCHL1_MOUSE,,25 kDa,,unknown,4,4,5,5,7,5
531,TRUE,Empty,"Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh",sp|P97807-2|FUMH_MOUSE (+1),,50 kDa,,unknown,8,8,5,4,8,6.6
464,TRUE,Empty,Isoform HSP105-beta of Heat shock protein 105 kDa OS=Mus musculus OX=10090 GN=Hsph1,sp|Q61699-2|HS105_MOUSE (+1),,92 kDa,,unknown,5,6,2,5,8,5.2
563,TRUE,Empty,Secreted CD137 antigen OS=Mus musculus OX=10090 GN=Tnfrsf9 PE=1 SV=1,Q8R037_MOUSE (+1),,22 kDa,,unknown,2,2,0,2,0,1.2
541,TRUE,Empty,Collagen alpha-1(VI) chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1,CO6A1_MOUSE,,108 kDa,,unknown,6,0,0,11,8,5
569,TRUE,Empty,Dipeptidyl peptidase 2 OS=Mus musculus OX=10090 GN=Dpp7 PE=1 SV=2,DPP2_MOUSE,,56 kDa,,unknown,4,3,3,5,3,3.6
500,TRUE,Empty,Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1,E9QK48_MOUSE (+1),,91 kDa,,unknown,8,5,7,6,7,6.6
509,TRUE,Empty,Xaa-Pro dipeptidase OS=Mus musculus OX=10090 GN=Pepd PE=1 SV=3,PEPD_MOUSE,,55 kDa,,unknown,7,6,4,5,6,5.6
581,TRUE,Empty,"Splicing factor, proline- and glutamine-rich OS=Mus musculus OX=10090 GN=Sfpq PE=1 SV=1",SFPQ_MOUSE,,75 kDa,TRUE,unknown,6,5,3,4,4,4.4
652,TRUE,Empty,von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2,VMA5A_MOUSE,,87 kDa,,unknown,9,5,4,6,7,6.2
657,TRUE,Empty,"Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars PE=1 SV=2",sp|Q9ER72|SYCC_MOUSE,,95 kDa,,unknown,9,6,4,4,6,5.8
728,TRUE,Empty,Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2,AHSA1_MOUSE,,38 kDa,,unknown,6,3,2,4,5,4
1088,TRUE,Empty,Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2,FBN1_MOUSE,,312 kDa,,unknown,2,2,0,6,5,3
847,TRUE,Empty,Angiopoietin-related protein 2 OS=Mus musculus OX=10090 GN=Angptl2 PE=2 SV=2,ANGL2_MOUSE,,57 kDa,,unknown,5,0,3,7,4,3.8
832,TRUE,Empty,Tissue factor pathway inhibitor 2 OS=Mus musculus OX=10090 GN=Tfpi2 PE=2 SV=1,TFPI2_MOUSE,,26 kDa,,unknown,2,5,0,5,3,3
533,TRUE,Empty,Carcinoembryonic antigen-related cell adhesion molecule 3 OS=Mus musculus OX=10090 GN=Ceacam3 PE=4 SV=2,E9Q6J4_MOUSE,,78 kDa,TRUE,unknown,7,4,0,4,4,3.8
682,TRUE,Empty,Ubiquitin thioesterase OTUB1 OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=1,D3YWF6_MOUSE (+1),,28 kDa,,unknown,5,7,5,8,5,6
549,TRUE,Empty,ELAV-like protein 1 OS=Mus musculus OX=10090 GN=Elavl1 PE=1 SV=2,ELAV1_MOUSE,,36 kDa,,unknown,5,4,4,4,5,4.4
854,TRUE,Empty,Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=1,G5E924_MOUSE (+1),,67 kDa,,unknown,6,3,3,6,5,4.6
888,TRUE,Empty,Hepatoma-derived growth factor OS=Mus musculus OX=10090 GN=Hdgf PE=1 SV=2,HDGF_MOUSE,,26 kDa,TRUE,unknown,6,4,4,4,3,4.2
741,TRUE,Empty,Ribonucleoside-diphosphate reductase large subunit OS=Mus musculus OX=10090 GN=Rrm1 PE=1 SV=2,RIR1_MOUSE,,90 kDa,,unknown,7,5,3,6,10,6.2
609,TRUE,Empty,Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1,sp|Q9CPV4|GLOD4_MOUSE,,33 kDa,,unknown,6,7,5,6,6,6
876,TRUE,Empty,Zyx protein OS=Mus musculus OX=10090 GN=Zyx PE=1 SV=1,Q7TQE2_MOUSE (+1),,57 kDa,,unknown,5,5,2,6,4,4.4
849,TRUE,Empty,Prostaglandin reductase 1 OS=Mus musculus OX=10090 GN=Ptgr1 PE=1 SV=2,PTGR1_MOUSE,,36 kDa,,unknown,5,5,6,2,4,4.4
697,TRUE,Empty,Protein S100-A11 OS=Mus musculus OX=10090 GN=S100a11 PE=1 SV=1,S10AB_MOUSE,,11 kDa,,unknown,4,2,3,0,3,2.4
829,TRUE,Empty,Chitinase-like protein 3 OS=Mus musculus OX=10090 GN=Chil3 PE=1 SV=2,CHIL3_MOUSE,,44 kDa,,unknown,8,2,7,7,4,5.6
1008,TRUE,Empty,Src substrate cortactin OS=Mus musculus OX=10090 GN=Cttn PE=1 SV=2,SRC8_MOUSE (+1),,61 kDa,,unknown,2,3,0,4,3,2.4
405,TRUE,Empty,Serglycin OS=Mus musculus OX=10090 GN=Srgn PE=1 SV=1,SRGN_MOUSE,,17 kDa,,unknown,3,2,2,3,2,2.4
1047,TRUE,Empty,"ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1",sp|Q9WUA3|PFKAP_MOUSE,,85 kDa,,unknown,4,5,0,4,6,3.8
776,TRUE,Empty,Phospholipase A1 member A OS=Mus musculus OX=10090 GN=Pla1a PE=2 SV=3,PLA1A_MOUSE,,50 kDa,,unknown,5,0,0,5,3,2.6
695,TRUE,Empty,Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1,XPO2_MOUSE,,110 kDa,,unknown,8,5,0,6,7,5.2
150,TRUE,Empty,Growth hormone d22 OS=Mus musculus OX=10090 GN=Prl2c1 PE=2 SV=1,Q5SVL9_MOUSE,,26 kDa,TRUE,unknown,3,2,0,2,3,2
1211,TRUE,Empty,Hemoglobin subunit beta-1 OS=Mus musculus OX=10090 GN=Hbb-b1 PE=1 SV=2,HBB1_MOUSE,,16 kDa,TRUE,unknown,0,3,0,0,0,0.6
653,TRUE,Empty,Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1,B1AT92_MOUSE (+1),,24 kDa,,unknown,5,3,2,6,7,4.6
870,TRUE,Empty,Ceruloplasmin OS=Mus musculus OX=10090 GN=Cp PE=1 SV=2,CERU_MOUSE (+1),,121 kDa,,unknown,6,4,4,9,4,5.4
534,TRUE,Empty,Calcyclin-binding protein OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1,CYBP_MOUSE,,27 kDa,,unknown,5,6,3,4,5,4.6
396,TRUE,Empty,40S ribosomal protein S28 (Fragment) OS=Mus musculus OX=10090 GN=Rps28 PE=1 SV=1,G3UYV7_MOUSE (+1),,6 kDa,,unknown,3,3,3,3,3,3
413,TRUE,Empty,Gastrokine-1 OS=Mus musculus OX=10090 GN=Gkn1 PE=2 SV=2,GKN1_MOUSE (+1),,22 kDa,,unknown,5,4,3,4,6,4.4
725,TRUE,Empty,Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1,NIT2_MOUSE,,31 kDa,,unknown,8,6,5,6,6,6.2
834,TRUE,Empty,Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Mus musculus OX=10090 GN=Uchl3 PE=1 SV=2,UCHL3_MOUSE,,26 kDa,,unknown,5,4,4,5,7,5
564,TRUE,Empty,Vesicular integral-membrane protein VIP36 OS=Mus musculus OX=10090 GN=Lman2 PE=1 SV=2,LMAN2_MOUSE,,40 kDa,,unknown,8,6,3,4,5,5.2
780,TRUE,Empty,Endoplasmic reticulum aminopeptidase 1 OS=Mus musculus OX=10090 GN=Erap1 PE=1 SV=2,ERAP1_MOUSE,,107 kDa,,unknown,8,5,3,6,2,4.8
939,TRUE,Empty,"Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1",ACON_MOUSE,,85 kDa,,unknown,6,5,2,7,6,5.2
826,TRUE,Empty,Calpain small subunit 1 OS=Mus musculus OX=10090 GN=Capns1 PE=1 SV=1,A0A0R4IZW8_MOUSE (+2),,28 kDa,,unknown,2,2,0,2,3,1.8
812,TRUE,Empty,Tissue factor pathway inhibitor OS=Mus musculus OX=10090 GN=Tfpi PE=1 SV=1,A2ARA0_MOUSE (+1),,34 kDa,,unknown,3,2,2,5,6,3.6
610,TRUE,Empty,Septin-7 OS=Mus musculus OX=10090 GN=Sept7 PE=1 SV=1,SEPT7_MOUSE,,51 kDa,TRUE,unknown,3,6,2,5,5,4.2
991,TRUE,Empty,Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1,F10A1_MOUSE (+1),,42 kDa,,unknown,3,4,0,4,4,3
671,TRUE,Empty,Sorbin and SH3 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Sorbs2 PE=1 SV=1,B7ZWM6_MOUSE (+3),,134 kDa,,unknown,6,3,0,7,4,4
646,TRUE,Empty,Coatomer subunit gamma-1 OS=Mus musculus OX=10090 GN=Copg1 PE=1 SV=1,COPG1_MOUSE,,98 kDa,TRUE,unknown,7,5,0,8,7,5.4
545,TRUE,Empty,Semaphorin-3E OS=Mus musculus OX=10090 GN=Sema3e PE=1 SV=3,SEM3E_MOUSE,,90 kDa,,unknown,7,2,0,8,7,4.8
511,TRUE,Empty,6-phosphogluconolactonase OS=Mus musculus OX=10090 GN=Pgls PE=1 SV=1,6PGL_MOUSE,,27 kDa,,unknown,5,6,5,6,6,5.6
484,TRUE,Empty,Chloride intracellular channel protein 1 OS=Mus musculus OX=10090 GN=Clic1 PE=1 SV=3,CLIC1_MOUSE,,27 kDa,,unknown,6,4,5,5,8,5.6
681,TRUE,Empty,Predicted gene 10260 OS=Mus musculus OX=10090 GN=Gm10260 PE=3 SV=2,F6YVP7_MOUSE (+1),,18 kDa,,unknown,5,3,3,6,7,4.8
482,TRUE,Empty,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1,FKBP2_MOUSE,,15 kDa,,unknown,3,3,4,5,4,3.8
690,TRUE,Empty,Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3,G6PD1_MOUSE,,59 kDa,TRUE,unknown,8,3,4,5,5,5
499,TRUE,Empty,Heme oxygenase 1 OS=Mus musculus OX=10090 GN=Hmox1 PE=1 SV=1,HMOX1_MOUSE,,33 kDa,,unknown,6,5,6,5,6,5.6
704,TRUE,Empty,Pigment epithelium-derived factor OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=2,PEDF_MOUSE,,46 kDa,,unknown,5,4,2,6,4,4.2
451,TRUE,Empty,Pepsin A-5 OS=Mus musculus OX=10090 GN=Pga5 PE=1 SV=1,PEPA5_MOUSE,,43 kDa,,unknown,4,4,4,5,6,4.6
651,TRUE,Empty,40S ribosomal protein S16 OS=Mus musculus OX=10090 GN=Rps16 PE=1 SV=4,RS16_MOUSE,,16 kDa,,unknown,5,4,4,4,5,4.4
875,TRUE,Empty,"40S ribosomal protein S4, X isoform OS=Mus musculus OX=10090 GN=Rps4x PE=1 SV=2",RS4X_MOUSE,,30 kDa,,unknown,3,3,3,6,5,4
675,TRUE,Empty,Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1,EIF3L_MOUSE,,67 kDa,,unknown,6,3,3,4,5,4.2
1115,TRUE,Empty,Low density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1,A0A0R4J0I9_MOUSE (+1),,505 kDa,,unknown,2,2,3,7,4,3.6
489,TRUE,Empty,Adenylosuccinate synthetase isozyme 2 OS=Mus musculus OX=10090 GN=Adss PE=1 SV=2,PURA2_MOUSE,,50 kDa,,unknown,8,5,7,5,2,5.4
972,TRUE,Empty,Septin-2 OS=Mus musculus OX=10090 GN=Sept2 PE=1 SV=2,SEPT2_MOUSE,,42 kDa,,unknown,2,4,3,5,5,3.8
762,TRUE,Empty,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp2cb PE=1 SV=1,PP2AB_MOUSE,,36 kDa,TRUE,unknown,5,4,2,6,4,4.2
425,TRUE,Empty,AP-1 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=2,AP1B1_MOUSE (+2),,104 kDa,TRUE,unknown,10,5,2,5,7,5.8
400,TRUE,Empty,Ubiquitin-like protein ISG15 OS=Mus musculus OX=10090 GN=Isg15 PE=1 SV=4,ISG15_MOUSE,,18 kDa,,unknown,5,3,2,5,4,3.8
443,TRUE,Empty,Ubiquitin-conjugating enzyme E2 N OS=Mus musculus OX=10090 GN=Ube2n PE=1 SV=1,UBE2N_MOUSE,,17 kDa,,unknown,6,4,2,6,6,4.8
747,TRUE,Empty,Urokinase-type plasminogen activator OS=Mus musculus OX=10090 GN=Plau PE=1 SV=1,UROK_MOUSE,,48 kDa,,unknown,5,8,2,6,4,5
729,TRUE,Empty,Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3,NQO2_MOUSE,,26 kDa,,unknown,4,2,2,2,4,2.8
830,TRUE,Empty,Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus OX=10090 GN=Usp14 PE=1 SV=1,E9PYI8_MOUSE (+1),,52 kDa,,unknown,3,4,0,6,6,3.8
889,TRUE,Empty,Cochlin OS=Mus musculus OX=10090 GN=Coch PE=1 SV=2,COCH_MOUSE,,60 kDa,,unknown,4,0,4,6,5,3.8
1074,TRUE,Empty,Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1,IF4B_MOUSE,,69 kDa,,unknown,4,5,2,6,2,3.8
790,TRUE,Empty,Rho GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arhgap1 PE=1 SV=1,A2AH25_MOUSE (+1),,54 kDa,,unknown,7,4,0,7,7,5
623,TRUE,Empty,Isoform 3 of NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c,sp|Q9CZ44-3|NSF1C_MOUSE (+1),,41 kDa,,unknown,6,6,0,6,5,4.6
913,TRUE,Empty,Interferon-induced protein with tetratricopeptide repeats 3 OS=Mus musculus OX=10090 GN=Ifit3 PE=1 SV=1,IFIT3_MOUSE,,47 kDa,TRUE,unknown,7,0,2,7,0,3.2
753,TRUE,Empty,UDP-glucose 4-epimerase OS=Mus musculus OX=10090 GN=Gale PE=1 SV=1,GALE_MOUSE,,38 kDa,,unknown,5,5,0,7,4,4.2
1213,TRUE,Empty,Myosin-10 OS=Mus musculus OX=10090 GN=Myh10 PE=1 SV=2,MYH10_MOUSE (+1),,229 kDa,TRUE,unknown,0,0,0,3,0,0.6
686,TRUE,Empty,Mesothelin OS=Mus musculus OX=10090 GN=Msln PE=1 SV=1,MSLN_MOUSE,,69 kDa,,unknown,7,3,0,4,7,4.2
428,TRUE,Empty,40S ribosomal protein S12 OS=Mus musculus OX=10090 GN=Rps12 PE=1 SV=1,A0A1W2P7A1_MOUSE (+2),,16 kDa,,unknown,4,5,3,6,4,4.4
