"Accession.New","MouseGeneName","Description","Accession.Number","Sample1","Sample2","Sample3","Sample4","Sample5","ProteinID"
"Q3UE92_MOUSE","Xpnpep1","X-prolyl aminopeptidase (Aminopeptidase P) 1, soluble, isoform CRA_b OS=Mus musculus OX=10090 GN=Xpnpep1 PE=1 SV=1","Q3UE92_MOUSE (+1)",6,6,6,9,7,"Q3UE92"
"Q3UKP4_MOUSE","Ceacam12","Carcinoembryonic antigen-related cell adhesion molecule 12 OS=Mus musculus OX=10090 GN=Ceacam12 PE=2 SV=1","Q3UKP4_MOUSE",10,7,6,9,10,"Q3UKP4"
"Q3UMP4_MOUSE","Serbp1","Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus OX=10090 GN=Serbp1 PE=1 SV=1","Q3UMP4_MOUSE (+1)",5,2,0,4,5,"Q3UMP4"
"Q3URN6_MOUSE","Psg29","Pregnancy-specific glycoprotein 29 OS=Mus musculus OX=10090 GN=Psg29 PE=2 SV=1","Q3URN6_MOUSE",12,9,3,11,11,"Q3URN6"
"Q497W1_MOUSE","Psg25","Pregnancy-specific glycoprotein 25 OS=Mus musculus OX=10090 GN=Psg25 PE=2 SV=1","Q497W1_MOUSE",7,2,0,3,3,"Q497W1"
"Q497W2_MOUSE","Psg27","Pregnancy-specific glycoprotein 27 OS=Mus musculus OX=10090 GN=Psg27 PE=1 SV=1","Q497W2_MOUSE",15,15,13,14,15,"Q497W2"
"Q4KL31_MOUSE","Psg19","MCG1255, isoform CRA_b OS=Mus musculus OX=10090 GN=Psg19 PE=2 SV=1","Q4KL31_MOUSE",11,11,8,10,12,"Q4KL31"
"Q4KL66_MOUSE","Psg28","Pregnancy-specific glycoprotein 28 OS=Mus musculus OX=10090 GN=Psg28 PE=2 SV=1","Q4KL66_MOUSE",10,10,4,10,10,"Q4KL66"
"Q543K9_MOUSE","Pnp","Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp PE=1 SV=1","Q543K9_MOUSE",15,15,13,15,15,"Q543K9"
"Q5EBP8_MOUSE","Hnrnpa1","Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus OX=10090 GN=Hnrnpa1 PE=1 SV=1","Q5EBP8_MOUSE (+1)",11,10,9,10,10,"Q5EBP8"
"Q5RKN9_MOUSE","Capza1","Capping protein (Actin filament) muscle Z-line, alpha 1 OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=1","Q5RKN9_MOUSE",6,6,4,7,7,"Q5RKN9"
"Q5SVL9_MOUSE","Prl2c1","Growth hormone d22 OS=Mus musculus OX=10090 GN=Prl2c1 PE=2 SV=1","Q5SVL9_MOUSE",3,2,0,2,3,"Q5SVL9"
"Q5XJF6_MOUSE","Rpl10a","Ribosomal protein OS=Mus musculus OX=10090 GN=Rpl10a PE=1 SV=1","Q5XJF6_MOUSE",8,9,7,10,8,"Q5XJF6"
"Q62056_MOUSE","Psg17","MCG130054 OS=Mus musculus OX=10090 GN=Psg17 PE=1 SV=1","Q62056_MOUSE",4,3,2,3,4,"Q62056"
"Q6GT24_MOUSE","Prdx6","Peroxiredoxin-6 OS=Mus musculus OX=10090 GN=Prdx6 PE=1 SV=1","Q6GT24_MOUSE",15,15,16,15,16,"Q6GT24"
"Q6IMK7_MOUSE","Doxl2","Amine oxidase OS=Mus musculus OX=10090 GN=Doxl2 PE=3 SV=1","Q6IMK7_MOUSE",19,12,11,14,14,"Q6IMK7"
"Q6PI17_MOUSE","Timp2","Metalloproteinase inhibitor 2 OS=Mus musculus OX=10090 GN=Timp2 PE=1 SV=1","Q6PI17_MOUSE (+1)",9,7,6,9,9,"Q6PI17"
"Q6ZWQ9_MOUSE","Myl12a","MCG5400 OS=Mus musculus OX=10090 GN=Myl12a PE=1 SV=1","Q6ZWQ9_MOUSE",8,7,7,8,7,"Q6ZWQ9"
"Q78Y72_MOUSE","Ceacam14","CEA-related cell adhesion molecule 14 OS=Mus musculus OX=10090 GN=Ceacam14 PE=1 SV=1","Q78Y72_MOUSE",10,9,6,9,8,"Q78Y72"
"Q78ZM0_MOUSE","Snx3","Sorting nexin 3, isoform CRA_b OS=Mus musculus OX=10090 GN=Snx3 PE=1 SV=1","Q78ZM0_MOUSE (+1)",2,2,0,2,2,"Q78ZM0"
"Q7TNL7_MOUSE","Dusp9","Dual specificity protein phosphatase OS=Mus musculus OX=10090 GN=Dusp9 PE=1 SV=1","Q7TNL7_MOUSE",2,3,0,2,2,"Q7TNL7"
"Q7TQE2_MOUSE","Zyx","Zyx protein OS=Mus musculus OX=10090 GN=Zyx PE=1 SV=1","Q7TQE2_MOUSE (+1)",5,5,2,6,4,"Q7TQE2"
"Q80YQ1_MOUSE","Thbs1","Thrombospondin-1 OS=Mus musculus OX=10090 GN=Thbs1 PE=1 SV=1","Q80YQ1_MOUSE",25,24,21,30,27,"Q80YQ1"
"Q80ZS9_MOUSE","Sct","Sct protein OS=Mus musculus OX=10090 GN=Sct PE=2 SV=1","Q80ZS9_MOUSE (+1)",3,4,3,4,3,"Q80ZS9"
"Q8BG13_MOUSE","Rbm3","RNA-binding protein 3 OS=Mus musculus OX=10090 GN=Rbm3 PE=1 SV=1","Q8BG13_MOUSE (+1)",4,2,0,2,2,"Q8BG13"
"Q8BGJ5_MOUSE","Ptbp1","MCG13402, isoform CRA_a OS=Mus musculus OX=10090 GN=Ptbp1 PE=1 SV=1","Q8BGJ5_MOUSE (+1)",3,6,3,2,5,"Q8BGJ5"
"Q8BP43_MOUSE","Tpm1","Tropomyosin 1, alpha, isoform CRA_c OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1","Q8BP43_MOUSE",4,3,3,2,2,"Q8BP43"
"Q8C483_MOUSE","Sars","Serine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Sars PE=1 SV=1","Q8C483_MOUSE (+1)",8,4,0,7,5,"Q8C483"
"Q8C7E4_MOUSE","Rnase4","Ribonuclease 4 OS=Mus musculus OX=10090 GN=Rnase4 PE=1 SV=1","Q8C7E4_MOUSE",3,7,3,7,6,"Q8C7E4"
"Q8C845_MOUSE","Efhd2","EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1","Q8C845_MOUSE",7,7,5,7,7,"Q8C845"
"Q8CBB6_MOUSE","Hist1h2bq","Histone H2B OS=Mus musculus OX=10090 GN=Hist1h2bq PE=2 SV=1","Q8CBB6_MOUSE",7,6,6,8,6,"Q8CBB6"
"Q8CE80_MOUSE","Cast","Calpastatin OS=Mus musculus OX=10090 GN=Cast PE=1 SV=1","Q8CE80_MOUSE (+1)",8,6,2,6,6,"Q8CE80"
"Q8CFH0_MOUSE","Prl8a8","Prolactin-8A8 OS=Mus musculus OX=10090 GN=Prl8a8 PE=2 SV=1","Q8CFH0_MOUSE (+2)",9,7,4,9,9,"Q8CFH0"
"Q8R2K3_MOUSE","Ssbp1","Single-stranded DNA binding protein 1 OS=Mus musculus OX=10090 GN=Ssbp1 PE=1 SV=1","Q8R2K3_MOUSE",2,2,2,0,2,"Q8R2K3"
"Q8R2P8_MOUSE","Kars","Lysine--tRNA ligase OS=Mus musculus OX=10090 GN=Kars PE=1 SV=1","Q8R2P8_MOUSE",6,4,2,8,6,"Q8R2P8"
"Q8VHQ1_MOUSE","Serpinb9g","MCG118061 OS=Mus musculus OX=10090 GN=Serpinb9g PE=2 SV=1","Q8VHQ1_MOUSE",17,12,10,15,14,"Q8VHQ1"
"Q91V55_MOUSE","Rps5","40S ribosomal protein S5 OS=Mus musculus OX=10090 GN=Rps5 PE=1 SV=1","Q91V55_MOUSE",3,3,0,3,4,"Q91V55"
"Q91V77_MOUSE","S100a1","Protein S100 OS=Mus musculus OX=10090 GN=S100a1 PE=1 SV=1","Q91V77_MOUSE",3,3,2,3,4,"Q91V77"
"Q91VB8_MOUSE","Hba-a1","Alpha globin 1 OS=Mus musculus OX=10090 GN=Hba-a1 PE=1 SV=1","Q91VB8_MOUSE",13,16,10,16,10,"Q91VB8"
"Q91ZD5_MOUSE","Cts3","Cathepsin-3 OS=Mus musculus OX=10090 GN=Cts3 PE=2 SV=1","Q91ZD5_MOUSE",8,7,2,8,6,"Q91ZD5"
"Q91ZF4_MOUSE","Ctsq","Cathepsin Q OS=Mus musculus OX=10090 GN=Ctsq PE=1 SV=1","Q91ZF4_MOUSE",8,5,5,9,8,"Q91ZF4"
"Q924B0_MOUSE","Impa1","Inositol-1-monophosphatase OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1","Q924B0_MOUSE",8,7,6,8,7,"Q924B0"
"Q99LB4_MOUSE","Capg","Capping protein (Actin filament), gelsolin-like OS=Mus musculus OX=10090 GN=Capg PE=1 SV=1","Q99LB4_MOUSE",8,8,7,10,9,"Q99LB4"
"Q9CPX4_MOUSE","Ftl1","Ferritin OS=Mus musculus OX=10090 GN=Ftl1 PE=1 SV=1","Q9CPX4_MOUSE",11,13,10,11,10,"Q9CPX4"
"Q9D031_MOUSE","Rsu1","Ras suppressor protein 1 OS=Mus musculus OX=10090 GN=Rsu1 PE=1 SV=1","Q9D031_MOUSE (+1)",8,5,4,10,10,"Q9D031"
"Q9D0Z8_MOUSE","Ceacam11","CEA-related cell adhesion molecule 11 OS=Mus musculus OX=10090 GN=Ceacam11 PE=1 SV=1","Q9D0Z8_MOUSE",10,10,10,10,11,"Q9D0Z8"
"Q9D2U0_MOUSE","Psg23","MCG140255 OS=Mus musculus OX=10090 GN=Psg23 PE=1 SV=1","Q9D2U0_MOUSE",7,5,5,7,5,"Q9D2U0"
"Q9DAT7_MOUSE","Ceacam13","Carcinoembryonic antigen-related cell adhesion molecule 13 OS=Mus musculus OX=10090 GN=Ceacam13 PE=1 SV=1","Q9DAT7_MOUSE (+1)",9,7,3,8,7,"Q9DAT7"
"Q9DAV5_MOUSE","Psg21","MCG140256 OS=Mus musculus OX=10090 GN=Psg21 PE=1 SV=1","Q9DAV5_MOUSE",20,18,16,19,19,"Q9DAV5"
"Q9DAV6_MOUSE","Serpinb9b","R86 OS=Mus musculus OX=10090 GN=Serpinb9b PE=1 SV=1","Q9DAV6_MOUSE",17,14,14,18,19,"Q9DAV6"
"Q9DAV8_MOUSE","Prl8a1","Growth hormone d16 OS=Mus musculus OX=10090 GN=Prl8a1 PE=2 SV=1","Q9DAV8_MOUSE",5,4,4,4,4,"Q9DAV8"
"Q9DAX0_MOUSE","Fthl17a","Ferritin OS=Mus musculus OX=10090 GN=Fthl17a PE=1 SV=1","Q9DAX0_MOUSE",4,2,2,5,2,"Q9DAX0"
"Q9DAX3_MOUSE","Erv3","Endogenous retroviral sequence 3 OS=Mus musculus OX=10090 GN=Erv3 PE=1 SV=1","Q9DAX3_MOUSE",6,3,3,5,5,"Q9DAX3"
"Q9Z1R9_MOUSE","Prss1","MCG124046 OS=Mus musculus OX=10090 GN=Prss1 PE=1 SV=1","Q9Z1R9_MOUSE",2,0,2,2,2,"Q9Z1R9"
"QSOX1_MOUSE","Qsox1","Sulfhydryl oxidase 1 OS=Mus musculus OX=10090 GN=Qsox1 PE=1 SV=1","sp|Q8BND5|QSOX1_MOUSE",19,12,16,17,17,"Q8BND5"
"RAB1A_MOUSE","Rab1A","Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3","RAB1A_MOUSE",6,2,5,6,6,"P62821"
"RAB7A_MOUSE","Rab7a","Ras-related protein Rab-7a OS=Mus musculus OX=10090 GN=Rab7a PE=1 SV=2","RAB7A_MOUSE",4,4,0,3,5,"P51150"
"RACK1_MOUSE","Rack1","Receptor of activated protein C kinase 1 OS=Mus musculus OX=10090 GN=Rack1 PE=1 SV=3","RACK1_MOUSE",12,7,9,14,13,"P68040"
"RADI_MOUSE","Rdx","Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=3","RADI_MOUSE",15,11,11,13,12,"P26043"
"RAGP1_MOUSE","Rangap1","Ran GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rangap1 PE=1 SV=2","RAGP1_MOUSE",2,3,0,3,2,"P46061"
"RAN_MOUSE","Ran","GTP-binding nuclear protein Ran OS=Mus musculus OX=10090 GN=Ran PE=1 SV=3","RAN_MOUSE",6,6,5,7,4,"P62827"
"RANG_MOUSE","Ranbp1","Ran-specific GTPase-activating protein OS=Mus musculus OX=10090 GN=Ranbp1 PE=1 SV=2","RANG_MOUSE",3,2,4,4,3,"P34022"
"RAP1B_MOUSE","Rap1b","Ras-related protein Rap-1b OS=Mus musculus OX=10090 GN=Rap1b PE=1 SV=2","RAP1B_MOUSE",5,5,3,3,6,"Q99JI6"
"RARR2_MOUSE","Rarres2","Retinoic acid receptor responder protein 2 OS=Mus musculus OX=10090 GN=Rarres2 PE=1 SV=1","RARR2_MOUSE",8,7,8,8,9,"Q9DD06"
"RB11B_MOUSE","Rab11b","Ras-related protein Rab-11B OS=Mus musculus OX=10090 GN=Rab11b PE=1 SV=3","RB11B_MOUSE",6,3,3,6,7,"P46638"
"RBBP4_MOUSE","Rbbp4","Histone-binding protein RBBP4 OS=Mus musculus OX=10090 GN=Rbbp4 PE=1 SV=5","RBBP4_MOUSE",9,4,5,6,10,"Q60972"
"RBBP9_MOUSE","Rbbp9","Putative hydrolase RBBP9 OS=Mus musculus OX=10090 GN=Rbbp9 PE=1 SV=2","RBBP9_MOUSE",3,2,0,2,3,"O88851"
"RD23B_MOUSE","Rad23b","UV excision repair protein RAD23 homolog B OS=Mus musculus OX=10090 GN=Rad23b PE=1 SV=2","RD23B_MOUSE",4,2,2,4,3,"P54728"
"RET1_MOUSE","Rbp1","Retinol-binding protein 1 OS=Mus musculus OX=10090 GN=Rbp1 PE=1 SV=2","RET1_MOUSE",9,5,4,8,9,"Q00915"
"RIR1_MOUSE","Rrm1","Ribonucleoside-diphosphate reductase large subunit OS=Mus musculus OX=10090 GN=Rrm1 PE=1 SV=2","RIR1_MOUSE",7,5,3,6,10,"P07742"
"RISC_MOUSE","Scpep1","Retinoid-inducible serine carboxypeptidase OS=Mus musculus OX=10090 GN=Scpep1 PE=1 SV=2","RISC_MOUSE",5,4,0,6,4,"Q920A5"
"RL12_MOUSE","Rpl12","60S ribosomal protein L12 OS=Mus musculus OX=10090 GN=Rpl12 PE=1 SV=2","RL12_MOUSE",7,7,6,7,6,"P35979"
"RL30_MOUSE","Rpl30","60S ribosomal protein L30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2","RL30_MOUSE",4,3,2,3,3,"P62889"
"RL8_MOUSE","Rpl8","60S ribosomal protein L8 OS=Mus musculus OX=10090 GN=Rpl8 PE=1 SV=2","RL8_MOUSE",3,2,2,0,3,"P62918"
"RLA0_MOUSE","Rplp0","60S acidic ribosomal protein P0 OS=Mus musculus OX=10090 GN=Rplp0 PE=1 SV=3","RLA0_MOUSE",6,6,4,7,7,"P14869"
"RNT2B_MOUSE","Rnaset2b","Ribonuclease T2-B OS=Mus musculus OX=10090 GN=Rnaset2b PE=1 SV=1","RNT2B_MOUSE",5,4,3,4,4,"C0HKG6"
"ROA2_MOUSE","Hnrnpa2b1","Isoform 2 of Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus OX=10090 GN=Hnrnpa2b1","sp|O88569-2|ROA2_MOUSE (+2)",17,16,19,17,19,"O88569"
"ROAA_MOUSE","Hnrnpab","Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus OX=10090 GN=Hnrnpab PE=1 SV=1","ROAA_MOUSE",10,9,8,8,11,"Q99020"
"RPIA_MOUSE","Rpia","Ribose-5-phosphate isomerase OS=Mus musculus OX=10090 GN=Rpia PE=1 SV=2","RPIA_MOUSE",3,5,4,6,6,"P47968"
"RS11_MOUSE","Rps11","40S ribosomal protein S11 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3","RS11_MOUSE",3,3,3,4,4,"P62281"
"RS15A_MOUSE","Rps15a","40S ribosomal protein S15a OS=Mus musculus OX=10090 GN=Rps15a PE=1 SV=2","RS15A_MOUSE",3,4,3,2,5,"P62245"
"RS16_MOUSE","Rps16","40S ribosomal protein S16 OS=Mus musculus OX=10090 GN=Rps16 PE=1 SV=4","RS16_MOUSE",5,4,4,4,5,"P14131"
"RS19_MOUSE","Rps19","40S ribosomal protein S19 OS=Mus musculus OX=10090 GN=Rps19 PE=1 SV=3","RS19_MOUSE",2,5,0,2,3,"Q9CZX8"
"RS20_MOUSE","Rps20","40S ribosomal protein S20 OS=Mus musculus OX=10090 GN=Rps20 PE=1 SV=1","RS20_MOUSE",2,2,0,2,2,"P60867"
"RS21_MOUSE","Rps21","40S ribosomal protein S21 OS=Mus musculus OX=10090 GN=Rps21 PE=1 SV=1","RS21_MOUSE",2,3,3,2,2,"Q9CQR2"
"RS3_MOUSE","Rps3","40S ribosomal protein S3 OS=Mus musculus OX=10090 GN=Rps3 PE=1 SV=1","RS3_MOUSE",15,14,10,12,15,"P62908"
"RS3A_MOUSE","Rps3a","40S ribosomal protein S3a OS=Mus musculus OX=10090 GN=Rps3a PE=1 SV=3","RS3A_MOUSE",5,6,3,5,7,"P97351"
"RS4X_MOUSE","Rps4x","40S ribosomal protein S4, X isoform OS=Mus musculus OX=10090 GN=Rps4x PE=1 SV=2","RS4X_MOUSE",3,3,3,6,5,"P62702"
"RS7_MOUSE","Rps7","40S ribosomal protein S7 OS=Mus musculus OX=10090 GN=Rps7 PE=2 SV=1","RS7_MOUSE",5,5,3,5,5,"P62082"
"RSSA_MOUSE","Rpsa","40S ribosomal protein SA OS=Mus musculus OX=10090 GN=Rpsa PE=1 SV=4","RSSA_MOUSE",6,5,4,6,6,"P14206"
"S10A9_MOUSE","S100a9","Protein S100-A9 OS=Mus musculus OX=10090 GN=S100a9 PE=1 SV=3","S10A9_MOUSE",5,3,4,5,4,"P31725"
"S10AA_MOUSE","S100a10","Protein S100-A10 OS=Mus musculus OX=10090 GN=S100a10 PE=1 SV=2","S10AA_MOUSE",2,2,0,2,2,"P08207"
"S10AB_MOUSE","S100a11","Protein S100-A11 OS=Mus musculus OX=10090 GN=S100a11 PE=1 SV=1","S10AB_MOUSE",4,2,3,0,3,"P50543"
"SAE1_MOUSE","Sae1","SUMO-activating enzyme subunit 1 OS=Mus musculus OX=10090 GN=Sae1 PE=1 SV=1","sp|Q9R1T2|SAE1_MOUSE",4,2,2,4,4,"Q9R1T2"
"SAHH_MOUSE","Ahcy","Adenosylhomocysteinase OS=Mus musculus OX=10090 GN=Ahcy PE=1 SV=3","SAHH_MOUSE",13,15,13,15,14,"P50247"
"SAMH1_MOUSE","Samhd1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Mus musculus OX=10090 GN=Samhd1 PE=1 SV=1","F8WJE0_MOUSE (+1)",28,26,22,28,27,"Q60710"
"SAP3_MOUSE","Gm2a","Ganglioside GM2 activator OS=Mus musculus OX=10090 GN=Gm2a PE=1 SV=2","SAP3_MOUSE",4,4,4,4,4,"Q60648"
"SBDS_MOUSE","Sbds","Ribosome maturation protein SBDS OS=Mus musculus OX=10090 GN=Sbds PE=1 SV=4","SBDS_MOUSE",6,3,2,6,3,"P70122"
"SBP1_MOUSE","Selenbp1","Methanethiol oxidase OS=Mus musculus OX=10090 GN=Selenbp1 PE=1 SV=2","SBP1_MOUSE",12,7,9,10,9,"P17563"
"SC31A_MOUSE","Sec31a","Isoform 2 of Protein transport protein Sec31A OS=Mus musculus OX=10090 GN=Sec31a","sp|Q3UPL0-2|SC31A_MOUSE (+1)",7,4,0,5,6,"Q3UPL0"
"SDF2L_MOUSE","Sdf2l1","Stromal cell-derived factor 2-like protein 1 OS=Mus musculus OX=10090 GN=Sdf2l1 PE=1 SV=2","SDF2L_MOUSE",6,4,3,5,5,"Q9ESP1"
"SEM3E_MOUSE","Sema3e","Semaphorin-3E OS=Mus musculus OX=10090 GN=Sema3e PE=1 SV=3","SEM3E_MOUSE",7,2,0,8,7,"P70275"
"SEM3F_MOUSE","Sema3f","Isoform A of Semaphorin-3F OS=Mus musculus OX=10090 GN=Sema3f","sp|O88632-2|SEM3F_MOUSE (+1)",5,2,3,2,4,"O88632"
"SEM7A_MOUSE","Sema7a","Semaphorin-7A OS=Mus musculus OX=10090 GN=Sema7a PE=1 SV=1","SEM7A_MOUSE",7,8,2,7,5,"Q9QUR8"
"SEPT2_MOUSE","Sept2","Septin-2 OS=Mus musculus OX=10090 GN=Sept2 PE=1 SV=2","SEPT2_MOUSE",2,4,3,5,5,"P42208"
"SEPT7_MOUSE","Sept7","Septin-7 OS=Mus musculus OX=10090 GN=Sept7 PE=1 SV=1","SEPT7_MOUSE",3,6,2,5,5,"O55131"
"SERPH_MOUSE","Serpinh1","Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3","SERPH_MOUSE",19,18,17,20,19,"P19324"
"SF3B3_MOUSE","Sf3b3","Splicing factor 3B subunit 3 OS=Mus musculus OX=10090 GN=Sf3b3 PE=1 SV=1","sp|Q921M3|SF3B3_MOUSE",7,4,4,11,8,"Q921M3"
"SFPQ_MOUSE","Sfpq","Splicing factor, proline- and glutamine-rich OS=Mus musculus OX=10090 GN=Sfpq PE=1 SV=1","SFPQ_MOUSE",6,5,3,4,4,"Q8VIJ6"
"SH3L1_MOUSE","Sh3bgrl","SH3 domain-binding glutamic acid-rich-like protein OS=Mus musculus OX=10090 GN=Sh3bgrl PE=1 SV=1","SH3L1_MOUSE",5,4,4,2,5,"Q9JJU8"
"SH3L3_MOUSE","Sh3bgrl3","SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus OX=10090 GN=Sh3bgrl3 PE=1 SV=1","SH3L3_MOUSE",3,3,3,3,4,"Q91VW3"
"SIAS_MOUSE","Nans","Sialic acid synthase OS=Mus musculus OX=10090 GN=Nans PE=1 SV=1","SIAS_MOUSE",3,3,0,2,2,"Q99J77"
"SMD1_MOUSE","Snrpd1","Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus OX=10090 GN=Snrpd1 PE=1 SV=1","SMD1_MOUSE",3,3,0,4,3,"P62315"
"SMD2_MOUSE","Snrpd2","Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus OX=10090 GN=Snrpd2 PE=1 SV=1","SMD2_MOUSE",2,2,0,2,3,"P62317"
"SMD3_MOUSE","Snrpd3","Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus OX=10090 GN=Snrpd3 PE=1 SV=1","SMD3_MOUSE",3,3,3,3,3,"P62320"
"SNAA_MOUSE","Napa","Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1","SNAA_MOUSE",5,7,0,9,6,"Q9DB05"
"SND1_MOUSE","Snd1","Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snd1 PE=1 SV=1","SND1_MOUSE",14,9,3,10,11,"Q78PY7"
"SNX2_MOUSE","Snx2","Sorting nexin-2 OS=Mus musculus OX=10090 GN=Snx2 PE=1 SV=2","SNX2_MOUSE",5,4,2,6,5,"Q9CWK8"
"SNX5_MOUSE","Snx5","Sorting nexin-5 OS=Mus musculus OX=10090 GN=Snx5 PE=1 SV=1","SNX5_MOUSE",4,3,0,4,2,"Q9D8U8"
"SODC_MOUSE","Sod1","Superoxide dismutase [Cu-Zn] OS=Mus musculus OX=10090 GN=Sod1 PE=1 SV=2","SODC_MOUSE",7,6,7,7,6,"P08228"
"SODM_MOUSE","Sod2","Superoxide dismutase [Mn], mitochondrial OS=Mus musculus OX=10090 GN=Sod2 PE=1 SV=3","SODM_MOUSE",4,2,2,2,3,"P09671"
"SORCN_MOUSE","Sri","Isoform 2 of Sorcin OS=Mus musculus OX=10090 GN=Sri","sp|Q6P069-2|SORCN_MOUSE (+1)",8,7,6,7,9,"Q6P069"
"SPEE_MOUSE","Srm","Spermidine synthase OS=Mus musculus OX=10090 GN=Srm PE=1 SV=1","SPEE_MOUSE",5,0,5,7,5,"Q64674"
"SPON1_MOUSE","Spon1","Spondin-1 OS=Mus musculus OX=10090 GN=Spon1 PE=1 SV=1","SPON1_MOUSE",8,3,3,7,7,"Q8VCC9"
"SPTB2_MOUSE","Sptbn1","Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptbn1 PE=1 SV=2","sp|Q62261|SPTB2_MOUSE",43,34,22,55,45,"Q62261"
"SPTN1_MOUSE","Sptan1","Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=4","sp|P16546|SPTN1_MOUSE",77,59,47,76,77,"P16546"
"SRC8_MOUSE","Cttn","Src substrate cortactin OS=Mus musculus OX=10090 GN=Cttn PE=1 SV=2","SRC8_MOUSE (+1)",2,3,0,4,3,"Q60598"
"SRGN_MOUSE","Srgn","Serglycin OS=Mus musculus OX=10090 GN=Srgn PE=1 SV=1","SRGN_MOUSE",3,2,2,3,2,"P13609"
"SRSF7_MOUSE","Srsf7","Isoform 2 of Serine/arginine-rich splicing factor 7 OS=Mus musculus OX=10090 GN=Srsf7","sp|Q8BL97-2|SRSF7_MOUSE (+3)",2,3,2,2,3,"Q8BL97"
"STIP1_MOUSE","Stip1","Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1","STIP1_MOUSE",12,14,7,15,13,"Q60864"
"STRAP_MOUSE","Strap","Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2","STRAP_MOUSE",3,2,0,2,3,"Q9Z1Z2"
"STX12_MOUSE","Stx12","Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1","STX12_MOUSE",3,3,0,3,3,"Q9ER00"
"SYAC_MOUSE","Aars","Alanine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Aars PE=1 SV=1","SYAC_MOUSE",5,3,0,7,4,"Q8BGQ7"
"SYCC_MOUSE","Cars","Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars PE=1 SV=2","sp|Q9ER72|SYCC_MOUSE",9,6,4,4,6,"Q9ER72"
"SYDC_MOUSE","Dars","Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars PE=1 SV=2","SYDC_MOUSE",8,4,3,4,7,"Q922B2"
"SYEP_MOUSE","Eprs","Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus OX=10090 GN=Eprs PE=1 SV=4","SYEP_MOUSE",11,11,3,9,7,"Q8CGC7"
"SYIC_MOUSE","Iars","Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Iars PE=1 SV=2","SYIC_MOUSE",4,2,0,3,4,"Q8BU30"
"SYNC_MOUSE","Nars","Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Nars PE=1 SV=2","SYNC_MOUSE",11,7,3,10,8,"Q8BP47"
"SYRC_MOUSE","Rars","Arginine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Rars PE=1 SV=2","SYRC_MOUSE",7,4,2,6,6,"Q9D0I9"
"SYTC_MOUSE","Tars","Threonine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Tars PE=1 SV=2","SYTC_MOUSE",8,5,3,6,4,"Q9D0R2"
"SYVC_MOUSE","Vars","Valine--tRNA ligase OS=Mus musculus OX=10090 GN=Vars PE=1 SV=1","SYVC_MOUSE",4,2,0,5,6,"Q9Z1Q9"
"SYWC_MOUSE","Wars","Isoform 2 of Tryptophan--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Wars","sp|P32921-2|SYWC_MOUSE",4,3,0,5,6,"P32921"
